compound_name,chembl_id
vorapaxar,CHEMBL493982
fruquintinib,CHEMBL4303214
TFC-007,CHEMBL4238186
amprolium,CHEMBL97350
imidurea,CHEMBL65433
hexylresorcinol,CHEMBL443605
sertaconazole,CHEMBL1201196
I-BET151,CHEMBL2017291
lithocholic-acid,CHEMBL1478
BAY-11-7082,CHEMBL403183
gramicidin,CHEMBL1201469
sildenafil,CHEMBL192
atenolol-(+/-),CHEMBL24
dextromethorphan,CHEMBL52440
thiostrepton,CHEMBL410968
WAY-600,CHEMBL583194
brivudine,CHEMBL31634
chlorambucil,CHEMBL515
TTP-22,CHEMBL1689369
RU-58841,CHEMBL9337
MCOPPB,CHEMBL481512
5-carboxamidotryptamine,CHEMBL18840
vasopressin,CHEMBL1201528
GSK1838705A,CHEMBL464552
VCH-916,CHEMBL4303412
dacinostat,CHEMBL356066
quinapril,CHEMBL1592
L-741742,CHEMBL444309
piceatannol,CHEMBL69863
ethosuximide,CHEMBL696
TMS,CHEMBL46909
exatecan-mesylate,CHEMBL1614650
levonordefrin,CHEMBL677
voxelotor,CHEMBL4101807
deoxyepinephrine,CHEMBL31088
demeclocycline,CHEMBL1591
VU10010,CHEMBL1212994
taladegib,CHEMBL2142592
NBI-74330-(+/-),CHEMBL4173833
carteolol,CHEMBL839
dihydrostreptomycin,CHEMBL1950576
cefcapene-pivoxil,CHEMBL2431072
trimethadione,CHEMBL695
tezacaftor,CHEMBL3544914
valdecoxib,CHEMBL865
4-DAMP,CHEMBL76897
TC-S-7009,CHEMBL2311933
MLN8054,CHEMBL259084
methenamine,CHEMBL1201270
OAC1,CHEMBL3187798
KS-176,CHEMBL4303487
vardenafil,CHEMBL1520
GW-501516,CHEMBL38943
lithium-acetoacetate,CHEMBL1230762
hydroxychloroquine,CHEMBL1535
NSC-3852,CHEMBL1479316
etravirine,CHEMBL308954
CUR-61414,CHEMBL480889
rhein,CHEMBL418068
4E1RCat,CHEMBL4577351
BRL-26314,CHEMBL4303469
buramate,CHEMBL2103933
glipizide,CHEMBL1073
PD-98059,CHEMBL35482
N-MPPP,CHEMBL94734
acarbose,CHEMBL4299399
1-EBIO,CHEMBL452887
PD-168568,CHEMBL35093
metenkephalin,CHEMBL13786
ACT-132577,CHEMBL2165326
amsacrine,CHEMBL43
AR-42,CHEMBL191482
LY231617,CHEMBL96606
dropropizine,CHEMBL151445
EG00229,CHEMBL1078974
tavaborole,CHEMBL443052
suplatast,CHEMBL1180156
clobenpropit,CHEMBL14690
lamivudine,CHEMBL141
Ro-15-4513,CHEMBL6597
voriconazole,CHEMBL638
LDN-212854,CHEMBL2385591
VU29,CHEMBL411221
2'-MeCCPA,CHEMBL251997
LY2140023,CHEMBL2110730
SB-228357,CHEMBL14276
CS-917,CHEMBL259771
ERK5-IN-1,CHEMBL2381340
liranaftate,CHEMBL1591365
alibendol,CHEMBL2105999
LY2886721,CHEMBL2396989
malic-acid,CHEMBL1234046
Norethindrone (Norethisterone),CHEMBL1162
para-toluenesulfonamide,CHEMBL574
decoquinate,CHEMBL416230
oltipraz,CHEMBL178459
SDZ-220-581,CHEMBL1331280
NSC-5844,CHEMBL66998
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,CHEMBL1601095
PI-103,CHEMBL573339
naphthoquine-phosphate,CHEMBL4303411
RP67580,CHEMBL131171
tocainide,CHEMBL1762
RKI-1447,CHEMBL3218011
afobazole,CHEMBL3707307
azithromycin,CHEMBL529
levocabastine,CHEMBL1615438
scopolamine-N-oxide,CHEMBL1740879
lupanine,CHEMBL459396
quinidine,CHEMBL1294
polydatin,CHEMBL142652
TCS-359,CHEMBL210833
adenosine,CHEMBL477
dropropizine,CHEMBL151445
nalbuphine,CHEMBL895
LY225910,CHEMBL37312
eluxadoline,CHEMBL2159122
GDC-0349,CHEMBL2331680
deoxycholic-acid,CHEMBL406393
EPZ-5676,CHEMBL3414626
AMD11070,CHEMBL518924
idoxuridine,CHEMBL788
PNU-120596,CHEMBL257591
creatinol-phosphate,CHEMBL2104114
droperidol,CHEMBL1108
SP-141,CHEMBL4303369
BVD-523,CHEMBL3590106
CVT-10216,CHEMBL4303226
2-oxoglutaric-acid,CHEMBL1686
TC-G-1004,CHEMBL487553
Epirubicin Hydrochloride,CHEMBL1200981
buphenine,CHEMBL114655
isopropamide-iodide,CHEMBL1201232
tolrestat,CHEMBL436
Y16,CHEMBL485210
ilomastat,CHEMBL19611
oxonic-acid,CHEMBL181932
AZD3463,CHEMBL4203266
TCS-OX2-29,CHEMBL142009
ganaxolone,CHEMBL1568698
PREGABALIN,CHEMBL1059
secoisolariciresinol-diglucoside,CHEMBL2425486
AC-710,CHEMBL2206278
tetrahydrozoline,CHEMBL1266
myristyl-nicotinate,CHEMBL4303439
AMG-PERK-44,CHEMBL3407862
GSK2879552,CHEMBL3786182
carbaril,CHEMBL46917
SB-505124,CHEMBL226838
Q-203,CHEMBL3298910
iloprost,CHEMBL494
fluorometholone,CHEMBL1200600
YM-201636,CHEMBL2178735
T-5224,CHEMBL3222137
centpropazine,CHEMBL4303166
bezafibrate,CHEMBL264374
chlorindanol,CHEMBL1449249
JQ1-(+),CHEMBL1957266
genipin,CHEMBL459016
mercaptopurine,CHEMBL1425
pimozide,CHEMBL1423
ticagrelor,CHEMBL398435
isosorbide-dinitrate,CHEMBL6622
"Saxagliptin (BMS-477118,Onglyza)",CHEMBL385517
quinidine,CHEMBL1294
Nampt-IN-1,CHEMBL3586462
sirolimus,CHEMBL413
methylatropine-nitrate,CHEMBL1433395
PD-318088,CHEMBL3182051
BW-723C86,CHEMBL1600780
torin-1,CHEMBL1256459
bicalutamide,CHEMBL409
URMC-099,CHEMBL2436978
TG-003,CHEMBL408982
PAC-1,CHEMBL591429
chlorquinaldol,CHEMBL224325
ethynodiol-diacetate,CHEMBL1200624
methyldopa,CHEMBL459
artemether,CHEMBL566534
BI-2536,CHEMBL513909
hexestrol,CHEMBL9225
oxyphenbutazone,CHEMBL1228
forodesine,CHEMBL218291
avatrombopag,CHEMBL2103883
benzydamine,CHEMBL12610
valethamate,CHEMBL2111176
sodium-tetradecyl-sulfate,CHEMBL1200354
sophocarpine,CHEMBL377725
trimebutine,CHEMBL190044
loracarbef,CHEMBL1013
anisotropine,CHEMBL1578
gimeracil,CHEMBL1730601
gidazepam,CHEMBL1565882
clotrimazole,CHEMBL104
mestinon,CHEMBL812
anisomycin,CHEMBL423192
OAC2,CHEMBL1464276
L-152804,CHEMBL1421016
H-89,CHEMBL104264
gossypol,CHEMBL51483
RS-16566,CHEMBL145725
butamben,CHEMBL127516
tetrindole,CHEMBL4303571
siponimod,CHEMBL2336071
digoxigenin,CHEMBL1153
vanoxerine,CHEMBL281594
amifostine,CHEMBL1006
buparvaquone,CHEMBL292009
DPC-681,CHEMBL4303478
pentobarbital,CHEMBL448
cotinine,CHEMBL578211
albuterol,CHEMBL714
tetracaine,CHEMBL698
ST-1859,CHEMBL447347
oleuropein,CHEMBL1911053
methoxyamine,CHEMBL1213633
AZD3988,CHEMBL2036730
ponatinib,CHEMBL1171837
SB-706375,CHEMBL522770
LMK-235,CHEMBL2312168
JK-184,CHEMBL514622
didanosine,CHEMBL1460
ML179,CHEMBL4303467
ramelteon,CHEMBL1218
laropiprant,CHEMBL426559
tolimidone,CHEMBL8030
domperidone,CHEMBL219916
CB-03-01,CHEMBL3590187
TC-G-1005,CHEMBL2181226
PF-562271,CHEMBL1084546
ZK-93426,CHEMBL1271047
mitoflaxone,CHEMBL443793
SB-408124,CHEMBL1334465
drospirenone,CHEMBL1509
AZD7687,CHEMBL2178944
TC-SP-14,CHEMBL1672558
VU0238429,CHEMBL466253
benazepril,CHEMBL838
dynasore,CHEMBL1209885
ME0328,CHEMBL3092537
cinchocaine,CHEMBL1086
betamethasone,CHEMBL632
PI4KIII-beta-inhibitor-1,CHEMBL3786230
glimepiride,CHEMBL1481
tideglusib,CHEMBL3545157
cycloserine-(D),CHEMBL771
nortriptyline,CHEMBL445
Ro-1138452,CHEMBL9540
CUDC-907,CHEMBL3622533
ascomycin,CHEMBL8597
AZD2461,CHEMBL4098253
flosequinan,CHEMBL1908307
guvacine,CHEMBL76768
mepyramine,CHEMBL511
tazobactam,CHEMBL404
ibotenic-acid,CHEMBL284895
SB-525334,CHEMBL401570
phenacemide,CHEMBL918
tolonidine,CHEMBL304253
formononetin,CHEMBL242341
salmeterol,CHEMBL1263
Z160,CHEMBL604710
PD-168077,CHEMBL45244
cefepime,CHEMBL186
falecalcitriol,CHEMBL2106158
neratinib,CHEMBL180022
Vinflunine Ditartrate,CHEMBL2105629
GR-113808,CHEMBL33884
pleconaril,CHEMBL29609
dantrolene,CHEMBL1201288
blonanserin,CHEMBL178803
aniracetam,CHEMBL36994
AVE-0991,CHEMBL4303593
BL-5583,CHEMBL312607
A12B4C3,CHEMBL4303462
mycophenolic-acid,CHEMBL866
gadodiamide,CHEMBL1200346
A-887826,CHEMBL4303253
abiraterone-acetate,CHEMBL271227
tomelukast,CHEMBL162358
heclin,CHEMBL4303618
dasatinib,CHEMBL1421
purvalanol-A,CHEMBL23327
mifepristone,CHEMBL1276308
thiethylperazine,CHEMBL1378
NSC-636819,CHEMBL1966136
TC2559,CHEMBL1876219
AZD5363,CHEMBL2325741
metrizoic-acid,CHEMBL1736
ZAMI-633,CHEMBL4303316
VU152100,CHEMBL1978713
triflusal,CHEMBL1332032
leuprolide,CHEMBL1201199
tanshinone-IIA,CHEMBL187266
piribedil,CHEMBL1371770
BLU9931,CHEMBL4068896
MLN2480,CHEMBL3348923
enprofylline,CHEMBL279898
methyclothiazide,CHEMBL1577
sodium-ascorbate,CHEMBL591665
AZ5104,CHEMBL3353411
osthol,CHEMBL52229
LDN193189,CHEMBL513147
2-TEDC,CHEMBL37081
trequinsin,CHEMBL1411581
carprofen,CHEMBL1316
ligustilide,CHEMBL481246
EPZ004777,CHEMBL2169919
beta-funaltrexamine,CHEMBL473136
ETP-46464,CHEMBL3334621
tribromoethanol,CHEMBL1697852
rasagiline,CHEMBL887
ambenonium,CHEMBL1652
ethyl-2-(carbamoyloxy)benzoate,CHEMBL4303377
CGP-55845,CHEMBL455185
Carmofur,CHEMBL460499
"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one",CHEMBL94841
CGP-53353,CHEMBL7939
cinacalcet,CHEMBL1201284
latrepirdine,CHEMBL589390
CNX-774,CHEMBL2216827
N-demethylantipyrine,CHEMBL4303694
moprolol,CHEMBL156901
fenoverine,CHEMBL1512949
impentamine,CHEMBL417096
betamethasone,CHEMBL632
SF-11,CHEMBL548708
1-deoxymannojirimycin,CHEMBL84844
LY411575,CHEMBL392068
nefazodone,CHEMBL623
donepezil,CHEMBL502
flurbiprofen-(+/-),CHEMBL563
TCS2002,CHEMBL3601951
actinoquinol,CHEMBL1356732
CGM097,CHEMBL3601398
cyclic-AMP,CHEMBL316966
desmopressin-acetate,CHEMBL1200556
norelgestromin,CHEMBL4791392
MSX-122,CHEMBL3545330
N-acetyltryptamine,CHEMBL33171
AM-281,CHEMBL476833
BGT226,CHEMBL3545096
bucillamine,CHEMBL80830
L-168049,CHEMBL351772
oxaliplatin,CHEMBL414804
CNQX,CHEMBL222418
Geniposidic acid,CHEMBL460031
BVT-948,CHEMBL580421
EN460,CHEMBL4303182
cimetidine,CHEMBL30
SLV-320,CHEMBL4204703
AZD9668,CHEMBL3617964
sulfafurazole,CHEMBL453
lopinavir,CHEMBL729
OSI-420,CHEMBL3186743
volinanserin,CHEMBL74355
neurodazine,CHEMBL4303639
levomequitazine,CHEMBL3186077
beta-elemene,CHEMBL448502
flurbiprofen-(+/-),CHEMBL563
AT-7519,CHEMBL445813
4SC-202,CHEMBL4283683
BIBR-1532,CHEMBL27323
amikacin,CHEMBL177
isovaleramide,CHEMBL171066
dihydroxyphenylglycine,CHEMBL39221
edoxaban,CHEMBL1269025
doramapimod,CHEMBL103667
SERTRALINE HYDROCHLORIDE,CHEMBL1709
copanlisib,CHEMBL3218576
bucladesine,CHEMBL485980
TC-ASK-10,CHEMBL1642655
BP-554,CHEMBL1401324
enalapril,CHEMBL578
"3,4-DCPG-(+/-)",CHEMBL1331443
alpha-methylserotonin,CHEMBL275854
GPBAR-A,CHEMBL2181247
LCQ908,CHEMBL2364624
CP-471474,CHEMBL323612
oxibendazole,CHEMBL1087630
IPA-3,CHEMBL472940
mezlocillin,CHEMBL1731
BU-239,CHEMBL1368511
CI-844,CHEMBL333133
A-674563,CHEMBL379218
SC-12267,CHEMBL197194
sesamin,CHEMBL252915
ML298,CHEMBL1907089
VU0357121,CHEMBL2151790
mefexamide,CHEMBL1368380
bindarit,CHEMBL2107549
fludarabine,CHEMBL1568
deptropine,CHEMBL1622878
SX-011,CHEMBL478284
CEFTIOFUR HYDROCHLORIDE,CHEMBL2106486
nolatrexed,CHEMBL320775
adelmidrol,CHEMBL2105967
salicylamide,CHEMBL27577
RG2833,CHEMBL3970532
MBX-2982,CHEMBL3260505
cis-ACPD,CHEMBL34453
AGN-192403,CHEMBL430112
lumiracoxib,CHEMBL404108
meprylcaine,CHEMBL127810
BE-2254,CHEMBL1515808
L-365260,CHEMBL9387
ST-2825,CHEMBL408178
3-amino-benzamide,CHEMBL81977
asenapine,CHEMBL3187365
amthamine,CHEMBL293762
nemonapride,CHEMBL4303262
schisandrin-B,CHEMBL479488
carbamazepine,CHEMBL108
oxelaidin,CHEMBL1500276
CFTRinh-172,CHEMBL1554655
hydrocortisone-phosphate,CHEMBL4303629
hydrocortisone-acetate,CHEMBL1091
deracoxib,CHEMBL28636
gaboxadol,CHEMBL312443
relcovaptan,CHEMBL419667
perindopril,CHEMBL1581
vinpocetine,CHEMBL71752
MMPX,CHEMBL307639
nutlin-3,CHEMBL191334
tranexamic-acid,CHEMBL292500
GSK2838232,CHEMBL4303141
chlorobutanol,CHEMBL1439973
methsuximide,CHEMBL697
WYE-354,CHEMBL561708
LIMKi-3,CHEMBL2141887
beta-carotene,CHEMBL1293
talmapimod,CHEMBL514201
tasisulam,CHEMBL2110587
CGP-60474,CHEMBL300389
AZD5582,CHEMBL3108827
elinogrel,CHEMBL2103828
altanserin,CHEMBL62919
vincamine,CHEMBL1165342
bosutinib,CHEMBL288441
bortezomib,CHEMBL325041
triapine,CHEMBL231616
clioquinol,CHEMBL497
U-0124,CHEMBL97858
terlipressin,CHEMBL2135460
ebastine,CHEMBL305660
zardaverine,CHEMBL313842
tartaric-acid,CHEMBL1236315
L-NAME,CHEMBL7890
XMD17-109,CHEMBL2381340
amlexanox,CHEMBL1096
estradiol-cypionate,CHEMBL1200973
fenoprofen,CHEMBL1297
LFM-A13,CHEMBL228043
sumatriptan,CHEMBL128
ZSTK-474,CHEMBL586702
DAPT,CHEMBL255682
aminocaproic-acid,CHEMBL1046
M-25,CHEMBL561533
arbidol,CHEMBL5179853
polythiazide,CHEMBL1587
lauric-diethanolamide,CHEMBL1996872
dabigatran-etexilate,CHEMBL539697
torasemide,CHEMBL1148
aminomethyltransferase,CHEMBL1255839
amygdalin,CHEMBL461727
guaifenesin,CHEMBL980
dipyrocetyl,CHEMBL1451173
APY-29,CHEMBL1231018
anastrozole,CHEMBL1399
artemotil,CHEMBL301267
benznidazole,CHEMBL110
L-655240,CHEMBL362223
GS-39783,CHEMBL392394
ZK-811752,CHEMBL535607
GDC-0068,CHEMBL2177390
NSC-625987,CHEMBL1331734
lithium-citrate,CHEMBL2103738
metafolin,CHEMBL1615371
CC-115,CHEMBL3586573
AH11110,CHEMBL1356346
PNU-89843,CHEMBL134859
osimertinib,CHEMBL3353410
PRAVASTATIN SODIUM,CHEMBL690
trioxsalen,CHEMBL1475
pempidine,CHEMBL1617409
ribostamycin-sulfate,CHEMBL3138633
bicuculline-(+),CHEMBL417990
raloxifene,CHEMBL81
lomerizine,CHEMBL29188
ciclopirox,CHEMBL1413
clofedanol,CHEMBL1201313
BC-11,CHEMBL4303420
AMG-9810,CHEMBL195789
PNU-177864,CHEMBL1697690
"1-((Z)-3-chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium",CHEMBL3306352
efonidipine-monoethanolate,CHEMBL2074922
PF-04620110,CHEMBL1835919
MK-8033,CHEMBL2323775
aloe-emodin,CHEMBL40275
NDT-9513727,CHEMBL4303272
1-octacosanol,CHEMBL1951714
bilastine,CHEMBL1742423
tonabersat,CHEMBL318191
propylthiouracil,CHEMBL1518
telotristat-ethyl,CHEMBL2105695
Talc,CHEMBL3989756
ginsenoside-RD,CHEMBL473659
prinaberel,CHEMBL450940
4-P-PDOT,CHEMBL1402435
PF-750,CHEMBL560590
glafenine,CHEMBL146095
GF109203X,CHEMBL7463
crisaborole,CHEMBL484785
selexipag,CHEMBL238804
noscapine,CHEMBL364713
chloroxoquinoline,CHEMBL1409793
conivaptan,CHEMBL1755
A-867744,CHEMBL490153
ubenimex,CHEMBL29292
PAOPA,CHEMBL285742
erythromycin,CHEMBL532
SCMC-Lys,CHEMBL4303635
BX-795,CHEMBL577784
2-PMDQ,CHEMBL71492
cytochlor,CHEMBL4297275
RG108,CHEMBL383475
darifenacin,CHEMBL1346
AM-1241,CHEMBL408430
AM679,CHEMBL595092
DMNB,CHEMBL1332518
BAY-41-2272,CHEMBL353759
alrestatin,CHEMBL63055
miconazole,CHEMBL91
MF-101,CHEMBL252642
SANT-2,CHEMBL514344
ALX-5407,CHEMBL180966
DMH4,CHEMBL331465
SD-2590,CHEMBL1771212
givinostat,CHEMBL1213492
LXR-623,CHEMBL456237
K-Ras(G12C)-inhibitor-6,CHEMBL4303198
TH005487,
GP1a,CHEMBL216276
KW-3902,CHEMBL52333
bafetinib,CHEMBL206834
putrescine,CHEMBL46257
L-glutamine,CHEMBL930
zolantidine,CHEMBL419296
dexniguldipine,CHEMBL2051956
carbazochrome,CHEMBL2051960
"ICI-118,551",CHEMBL513389
IT1t,CHEMBL460491
spirobromin,CHEMBL2106677
halofantrine,CHEMBL1107
avibactam,CHEMBL1689063
cefotiam,CHEMBL1296
cis-Urocanic acid,CHEMBL1316726
cloperastine,CHEMBL415087
ketotifen,CHEMBL534
"L-732,138",CHEMBL22870
E-2012,CHEMBL1224151
TPCA-1,CHEMBL257167
alvocidib,CHEMBL428690
TC-E-5002,CHEMBL2424812
STAT3-inhibitor-VI,CHEMBL477936
BMS-649,CHEMBL112715
cyclovalone,CHEMBL17205
"Tofacitinib (CP-690550, Tasocitinib)",CHEMBL221959
rociletinib,CHEMBL3545308
gallopamil,CHEMBL51149
AL-8697,CHEMBL2087742
"3,3'-diindolylmethane",CHEMBL446452
FK-33-824,CHEMBL4303387
L-701252,CHEMBL115225
sodium-nitroprusside,CHEMBL136478
iodoantipyrine,CHEMBL24132
AG-490,CHEMBL56543
A-33903,CHEMBL204738
choline-alfoscerate,CHEMBL6067974
SAR407899,CHEMBL1667969
zotarolimus,CHEMBL219410
dicoumarol,CHEMBL1466
NSC-663284,CHEMBL337173
reboxetine,CHEMBL383921
methiazole,CHEMBL1354363
duloxetine,CHEMBL1175
troglitazone,CHEMBL408
enasidenib,CHEMBL3989908
licarbazepine,CHEMBL1067
miocamycin,CHEMBL1091024
pincainide,CHEMBL1867802
5-aminolevulinic-acid,CHEMBL601
pilocarpine,CHEMBL550
BAY-87-2243,CHEMBL4303384
Vinblastine (sulfate),CHEMBL378544
ethyl-paraben,CHEMBL15841
ATROPINE SULFATE,CHEMBL3185794
cinalukast,CHEMBL283754
INCB-003284,CHEMBL1951790
valsartan,CHEMBL1069
R-1479,CHEMBL393857
TMC-353121,CHEMBL408963
erythromycin-ethylsuccinate,CHEMBL1200688
croconazole,CHEMBL27289
midecamycin,CHEMBL444963
XL019,CHEMBL4294155
L-mimosine,CHEMBL245416
sucralose,CHEMBL3185084
CZC-54252,CHEMBL4303382
PFI-1,CHEMBL2179387
CKI-7,CHEMBL489157
zinc-undecylenate,CHEMBL4303341
AST-1306,CHEMBL1947204
nitazoxanide,CHEMBL1401
etanidazole,CHEMBL47405
MI-14,CHEMBL3914714
MUT056399,CHEMBL2178284
AM-24,CHEMBL81721
swainsonine,CHEMBL371197
LY266097,CHEMBL95121
DHBP,CHEMBL1108
pruvanserin,CHEMBL1215661
gliclazide,CHEMBL427216
erythritol,CHEMBL349605
sulfapyridine,CHEMBL700
RG7112,CHEMBL2386346
"2-ethyl-1,3-hexanediol",CHEMBL1451179
lurasidone,CHEMBL1237021
ganetespib,CHEMBL2103879
carsalam,CHEMBL1720051
UB-165,CHEMBL1086655
norethisterone-enanthate,CHEMBL3187229
ramatroban,CHEMBL361812
avasimibe,CHEMBL101309
NG-nitro-arginine,CHEMBL1256282
BI-78D3,CHEMBL508280
puerarin,CHEMBL486386
methoxamine,CHEMBL524
ribitol,CHEMBL1865120
10-deacetylbaccatin,CHEMBL393912
thiopental,CHEMBL441
meclizine,CHEMBL1623
honokiol,CHEMBL16901
mepacrine,CHEMBL7568
orlistat,CHEMBL175247
ixazomib-citrate,CHEMBL3545432
VX-745,CHEMBL119385
GS-9620,CHEMBL2424780
nepicastat,CHEMBL1188395
lylamine,CHEMBL70488
ginkgolide-B,CHEMBL514432
erbstatin-analog,CHEMBL17329
tetrahydrouridine,CHEMBL2311128
phenylacetylglutamine,CHEMBL4303372
"1,12-Besm",CHEMBL18794
WEHI-345-analog,CHEMBL4303557
clinafloxacin,CHEMBL278255
CMPD-1,CHEMBL235658
amisulpride,CHEMBL243712
diphenidol,CHEMBL936
etoricoxib,CHEMBL416146
kuromanin,CHEMBL257839
Ro-25-6981,CHEMBL305195
remacemide,CHEMBL25843
vitamin-E,CHEMBL47
altrenogest,CHEMBL1315492
diclofenamide,CHEMBL17
adiphenine,CHEMBL353846
VLX600,CHEMBL4788406
loteprednol,CHEMBL1200865
varenicline,CHEMBL1076903
SB-202190,CHEMBL278041
aminopentamide,CHEMBL92915
aloin,CHEMBL497001
ISX-9,CHEMBL1222381
ABT-239,CHEMBL351231
I-BZA,CHEMBL13564
AZD3839,CHEMBL2177913
ATN-161,CHEMBL4297456
formoterol,CHEMBL1256786
CP-91149,CHEMBL319136
P22077,CHEMBL2159498
PQ-401,CHEMBL439259
rucaparib,CHEMBL1173055
N6-cyclopentyladenosine,CHEMBL68738
SP-100030,CHEMBL336546
S-sulfo-L-cysteine,CHEMBL457665
chlorocresol,CHEMBL1230222
guanidine,CHEMBL821
VP-20629,CHEMBL207225
capreomycin,CHEMBL2218913
furazolidone,CHEMBL1103
tetrazol-5-yl-glycine-(RS),CHEMBL140784
EPZ011989,CHEMBL3672841
BCX-1470,CHEMBL2220483
GSK2606414,CHEMBL2171124
adenosine,CHEMBL477
PD-198306,CHEMBL1474985
Y-27632,CHEMBL1188380
penicillamine-(racemic),CHEMBL1430
TC-O-9311,CHEMBL3633893
Epirubicin Hydrochloride,CHEMBL1200981
thalidomide,CHEMBL468
dioxybenzone,CHEMBL1326877
bambuterol,CHEMBL521589
VX-222,CHEMBL2403319
dilazep,CHEMBL126075
BTB1,CHEMBL1990168
NTRC-824,CHEMBL3326831
telithromycin,CHEMBL1136
D-7193,CHEMBL4303405
kakonein,CHEMBL486386
AGN-195183,CHEMBL107430
clebopride,CHEMBL325109
pyrithyldione,CHEMBL1722501
sulfinpyrazone,CHEMBL832
PD-168393,CHEMBL285063
CID-2745687,CHEMBL1708510
khellin,CHEMBL44746
AZ960,CHEMBL1774055
velneperit,CHEMBL2016681
L-838417,CHEMBL373250
SP-420,CHEMBL1092665
CO-102862,CHEMBL287833
azacyclonol,CHEMBL127508
Camostat mesylate,CHEMBL85164
amperozide,CHEMBL1079935
MTPG,CHEMBL1594103
CHPG,CHEMBL345498
tozasertib,CHEMBL572878
pazufloxacin,CHEMBL240163
NAB-2,CHEMBL4303645
tesaglitazar,CHEMBL282686
caffeine,CHEMBL113
parethoxycaine,CHEMBL421669
ABT-202,CHEMBL5498530
YM-511,CHEMBL108425
reparixin,CHEMBL191413
CARISOPRODOL,CHEMBL1233
sulfamethoxypyridazine,CHEMBL268869
paracetamol,CHEMBL112
EMD-1214063,CHEMBL3402762
zomepirac,CHEMBL19490
SB-225002,CHEMBL239767
terazosin,CHEMBL611
meropenem,CHEMBL127
AT-9283,CHEMBL495727
cabaletta,CHEMBL1236395
mebeverine,CHEMBL282121
LY3009120,CHEMBL3577124
pentolinium,CHEMBL1271
allylestrenol,CHEMBL3185133
dicycloverine,CHEMBL1123
isotiquimide,CHEMBL2107405
oseltamivir-carboxylate,CHEMBL674
garenoxacin,CHEMBL215303
AT-1015,CHEMBL4303347
boceprevir,CHEMBL218394
JNJ-42041935,CHEMBL3115312
AQ-RA741,CHEMBL43383
compound-w,CHEMBL1553155
decitabine,CHEMBL1201129
norfloxacin,CHEMBL9
coenzyme-I,CHEMBL1234616
Clindamycin phosphate,CHEMBL3184512
R-96544,CHEMBL1415927
THZ1,CHEMBL3603847
WB-4101,CHEMBL25554
UNC0642,CHEMBL2441082
succinylcholine-chloride,CHEMBL703
KI-20227,CHEMBL1908396
CGP-13501,CHEMBL1256746
prasterone-acetate,CHEMBL1480686
2-hydroxyethyl-salicylate,CHEMBL173562
CC-401,CHEMBL1614713
labetalol,CHEMBL429
PD-161570,CHEMBL45827
amineptine,CHEMBL418995
cefmetazole,CHEMBL1201195
acetyl-l-leucine,CHEMBL56021
WYE-125132,CHEMBL601661
lauric-acid,CHEMBL108766
NH125,CHEMBL1683636
chlormadinone-acetate,CHEMBL110691
mavoglurant,CHEMBL3087515
hydroquinone,CHEMBL537
AM095,CHEMBL2182052
mofegiline,CHEMBL489079
taltobulin,CHEMBL182319
itopride,CHEMBL2107457
PX-12,CHEMBL406050
phenylbutyrate,CHEMBL1469
terreic-acid-(-),CHEMBL1455300
fenbendazole,CHEMBL37161
m-chlorophenylbiguanide,CHEMBL13790
Dihydrotestosterone,CHEMBL27769
arsenic-trioxide,CHEMBL5483015
Sufentanil,CHEMBL658
atipamezole,CHEMBL353972
bufexamac,CHEMBL94394
panobinostat,CHEMBL483254
PF-03758309,CHEMBL3128043
GGTI-298,CHEMBL282748
3-bromo-7-nitroindazole,CHEMBL479014
mexiletine,CHEMBL558
atazanavir,CHEMBL1163
LY2801653,CHEMBL3545307
AA-29504,CHEMBL4303215
AH-7614,CHEMBL3311302
navarixin,CHEMBL216981
thymol,CHEMBL29411
brefeldin-A,CHEMBL19980
dehydrocholate-acid,CHEMBL514446
epirizole,CHEMBL1411693
etifoxine,CHEMBL2106227
ABT-702,CHEMBL66089
sucrose-octaacetate,CHEMBL2105790
protoporphyrin-IX,CHEMBL1325592
dosulepin,CHEMBL1492500
dinitolmide,CHEMBL472565
P276-00,CHEMBL3991935
risedronate,CHEMBL923
cyclosporin-A,CHEMBL160
YM-976,CHEMBL1358525
DMP-777,CHEMBL310871
AMG-232,CHEMBL3125702
YM-298198-desmethyl,CHEMBL254777
PP-2,CHEMBL406845
bergenin,CHEMBL273019
dimesna,CHEMBL2104318
"4,5,6,7-tetrabromobenzotriazole",CHEMBL177820
evans-blue,CHEMBL1015
AGP-103,CHEMBL1173474
dimenhydrinate,CHEMBL1200406
PD-81723,CHEMBL59532
6-aminochrysene,CHEMBL313154
APTO-253,CHEMBL4297261
BNC105,CHEMBL1852492
aclidinium,CHEMBL1194325
ampyrone,CHEMBL1165011
prochlorperazine,CHEMBL728
AMZ30,CHEMBL1550905
ritodrine,CHEMBL785
naloxegol,CHEMBL2219418
sotrastaurin,CHEMBL565612
josamycin,CHEMBL224436
sulfametopyrazine,CHEMBL1525826
fluorometholone-acetate,CHEMBL1201064
2-thiouracil,CHEMBL345768
A66,CHEMBL3218581
abafungin,CHEMBL3989547
4-methylgenistein,CHEMBL131921
TC-S-7003,CHEMBL410295
GDC-0623,CHEMBL3330650
tabimorelin,CHEMBL281764
