rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroE6_relevant,mechanistic_rationale,compound_name,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%),in_prior,in_cpe,prior_norm,cpe_norm
763.0,CHEMBL101,0.0550797138874659,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,phenylbutazone,False,8.33,0.89,True,True,0.015959159739224977,0.08901932012717048
308.0,CHEMBL101253,0.1937654946512215,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,vatalanib,False,833.33,3.79,True,True,0.05614289296067835,0.10674981658107119
2970.0,CHEMBL101284,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,enciprazine,False,8.33,1.14,True,True,0.0,0.0905478112007826
2971.0,CHEMBL1013,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,loracarbef,False,1.0,7.18,True,True,0.0,0.12747615553925168
2972.0,CHEMBL101309,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,avasimibe,False,8.33,1.3,True,True,0.0,0.09152604548789436
1528.0,CHEMBL101326,0.0149654175879617,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fipronil,False,833.33,3.8,True,True,0.004336178839607912,0.10681095622401567
114.0,CHEMBL1014,0.3771999346330177,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,candesartan-cilexetil,False,8.33,-0.29,True,True,0.1092923979731026,0.08180484225972122
2842.0,CHEMBL1015,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,evans-blue,False,100.0,2.16,True,True,2.8562114790464e-05,0.0967840547811201
163.0,CHEMBL1016,0.3369306392553859,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,candesartan,False,10000.0,-1.38,True,True,0.09762450661784437,0.07514062117877232
118.0,CHEMBL1017,0.3718317605912303,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,telmisartan,False,833.33,2.3,True,True,0.10773698780492556,0.09764000978234288
357.0,CHEMBL1018,0.1487197557107412,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dienestrol,False,1.0,2.0,True,True,0.04309104333067972,0.09580582049400833
1008.0,CHEMBL10188,0.037713242652907,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,talnetant,False,10000.0,2.11,True,True,0.010927283772961994,0.09647835656639767
1860.0,CHEMBL1020,0.0046203042827343,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolmetin,False,10000.0,0.75,True,True,0.0013387174494521401,0.08816336512594768
949.0,CHEMBL1021,0.0416368082279159,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nepafenac,False,8.33,1.07,True,True,0.012064123551883583,0.09011983370017121
849.0,CHEMBL1023,0.0489309581766529,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bexarotene,False,833.33,0.85,True,True,0.01417757868768166,0.08877476155539253
2973.0,CHEMBL102358,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,brolitene,False,10000.0,1.92,True,True,0.0,0.09531670335045245
2974.0,CHEMBL1024,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ifosfamide,False,100.0,0.48,True,True,0.0,0.08651259476644658
1565.0,CHEMBL10247,0.013933617466109,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thiorphan,False,8.33,-1.61,True,True,0.004037218264082007,0.07373440939104917
2975.0,CHEMBL1027,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tiagabine,False,8.33,1.98,True,True,0.0,0.09568354120811937
339.0,CHEMBL102714,0.164627131853207,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-216763,True,10000.0,20.84,True,True,0.04770015145728019,0.21099290780141847
1109.0,CHEMBL10284,0.0349813251305972,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-222200,False,100.0,5.18,True,True,0.010135719963788844,0.11524822695035464
2976.0,CHEMBL102970,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pyridoxal,False,1.0,4.33,True,True,0.0,0.11005135730007339
415.0,CHEMBL103,0.1150762987110061,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,progesterone,False,10000.0,5.82,True,True,0.03334296610690346,0.11916116409880169
2977.0,CHEMBL103111,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pyridoxal-isonicotinoyl-hydrazone,False,1.0,3.14,True,True,0.0,0.10277573978967963
2978.0,CHEMBL10332,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,RX-821002,False,8.33,1.98,True,True,0.0,0.09568354120811937
47.0,CHEMBL103667,0.6571625263201826,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,doramapimod,False,10000.0,8.03,True,True,0.19041060659109663,0.13267302518953292
2979.0,CHEMBL103735,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,atiprimod,False,100.0,0.76,True,True,0.0,0.08822450476889217
1471.0,CHEMBL103772,0.0177691684258312,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NGD-94-1,False,8.33,-0.03,True,True,0.00514855610761561,0.08339447297627783
548.0,CHEMBL104,0.0796746065872487,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clotrimazole,False,10000.0,2.73,True,True,0.023085446236770737,0.10026901442895574
2980.0,CHEMBL1040,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,calcifediol,False,1.0,0.8,True,True,0.0,0.0884690633406701
1263.0,CHEMBL1042,0.0302411533183722,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cholecalciferol,False,10000.0,0.91,True,True,0.008762271305409278,0.08914159941305944
2137.0,CHEMBL104264,0.0019901276595584,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,H-89,False,100.0,2.08,True,True,0.0005766327197202456,0.0962949376375642
1025.0,CHEMBL1043,0.0371076061110934,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dapsone,False,833.33,11.09,True,True,0.01075180264511041,0.15138175593054537
2040.0,CHEMBL104468,0.0025139066877806,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NU-7026,False,8.33,2.98,True,True,0.0007283959114560025,0.10179750550256787
1047.0,CHEMBL1046,0.0365310258872717,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,aminocaproic-acid,False,100.0,1.68,True,True,0.010584740486558738,0.0938493519197848
2981.0,CHEMBL104875,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,copper-histidine,False,10000.0,0.7,True,True,0.0,0.08785766691122525
2982.0,CHEMBL105,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,mitomycin-C,False,100.0,-0.38,True,True,0.0,0.08125458547322084
2983.0,CHEMBL105184,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bifendate,False,100.0,3.5,True,True,0.0,0.10497676693568113
2984.0,CHEMBL105278,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,guanidinoethyldisulfide-bicarbonate,False,100.0,-1.91,True,True,0.0,0.07190022010271462
1717.0,CHEMBL1054,0.0103069666805426,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trichlormethiazide,False,1.0,-3.15,True,True,0.002986408535413266,0.06431890437759845
1103.0,CHEMBL105442,0.0352862227298455,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PD-184352,False,8.33,-0.84,True,True,0.010224063006028522,0.07844216189777453
2790.0,CHEMBL105462,0.0001284289995029,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,U-75799E,False,10000.0,2.2,True,True,3.721186574068322e-05,0.09702861335289804
1366.0,CHEMBL1055,0.0235256309983989,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chlorthalidone,False,100.0,4.69,True,True,0.006816471556780348,0.11225238444607485
1564.0,CHEMBL1057,0.0139975189306512,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fluorescein,False,833.33,-5.06,True,True,0.004055733496065292,0.052641232575201764
1453.0,CHEMBL1059,0.0182809100201557,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PREGABALIN,False,10000.0,0.02,True,True,0.005296831493826156,0.08370017119100026
2985.0,CHEMBL106092,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SDZ-NKT-343,False,833.33,5.13,True,True,0.0,0.11494252873563221
942.0,CHEMBL1064,0.0421460187328331,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,simvastatin,False,10000.0,5.01,True,True,0.01221166556354814,0.11420885302029837
725.0,CHEMBL1065,0.0571744797151227,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methysergide,False,833.33,1.51,True,True,0.016566111012213565,0.09280997798972855
2986.0,CHEMBL1067,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,licarbazepine,False,8.33,1.29,True,True,0.0,0.09146490584494989
1896.0,CHEMBL1068,0.0038743767553266,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxcarbazepine,False,10000.0,4.57,True,True,0.0011225874857397906,0.11151870873074105
164.0,CHEMBL1069,0.3369306392553859,0.2938348598157436,0.0,1.9588990654382905,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,valsartan,False,833.33,0.99,True,True,0.09762450661784437,0.08963071655661532
107.0,CHEMBL107,0.391797604342162,0.1839526778318788,0.0,1.2263511855458586,0.0,,Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,False,Relevant pathways: Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,colchicine,False,1.0,2.74,True,True,0.11352202311575776,0.10033015407190024
941.0,CHEMBL1070,0.0421569610488743,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nabumetone,False,1.0,0.72,True,True,0.012214836062399594,0.08797994619711423
486.0,CHEMBL1071,0.0934472018133364,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxaprozin,False,10000.0,0.84,True,True,0.027076008854541325,0.08871362191244804
2763.0,CHEMBL1072,0.000162173667268,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bumetanide,False,8.33,2.83,True,True,4.698926843944447e-05,0.1008804108584006
1099.0,CHEMBL107251,0.0353879345898521,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,1400W,False,833.33,1.65,True,True,0.010253533671481423,0.09366593299095136
1084.0,CHEMBL1073,0.0355072518337872,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,glipizide,False,10000.0,0.54,True,True,0.01028810543704097,0.08687943262411349
2708.0,CHEMBL107400,0.0002203247475285,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sobetirome,False,1.0,1.8,True,True,6.38383461376676e-05,0.09458302763511862
1135.0,CHEMBL107430,0.034611546808931,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AGN-195183,False,10000.0,3.26,True,True,0.010028577952927447,0.10350941550501347
1155.0,CHEMBL1075,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,moracizine,False,10000.0,5.32,True,True,0.009916321251774315,0.11610418195157743
1625.0,CHEMBL1076211,0.0130900564781137,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolperisone,False,10000.0,0.32,True,True,0.00379279933727529,0.08553436047933481
2987.0,CHEMBL1076256,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,befuraline,False,100.0,3.17,True,True,0.0,0.1029591587185131
2988.0,CHEMBL1076257,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fdcyd,False,833.33,8.53,True,True,0.0,0.13573000733675716
1338.0,CHEMBL1076347,0.02467931660446,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,triclocarban,False,100.0,0.35,True,True,0.007150748036748838,0.08571777940816827
327.0,CHEMBL1076555,0.1771778749727528,0.0836942454359654,0.0,0.5579616362397696,0.0,,Aggrephagy,,False,Relevant pathways: Aggrephagy,SKI-II,False,10000.0,3.81,True,True,0.051336686583443786,0.10687209586696016
1227.0,CHEMBL1076903,0.0333541046038197,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,varenicline,False,10000.0,3.97,True,True,0.009664238351323576,0.10785033015407192
2989.0,CHEMBL1077,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bromfenac,False,8.33,0.84,True,True,0.0,0.08871362191244804
2990.0,CHEMBL1077896,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ropivacaine,False,833.33,3.09,True,True,0.0,0.1024700415749572
264.0,CHEMBL1078178,0.2407936618938841,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyt387,False,100.0,-0.33,True,True,0.0697691444477877,0.08156028368794327
1236.0,CHEMBL1078261,0.0323381248317553,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,propiverine,False,10000.0,1.89,True,True,0.009369861668334182,0.095133284421619
2550.0,CHEMBL1078685,0.0005322524809455,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,topiroxostat,False,100.0,3.87,True,True,0.00015421834583895724,0.10723893372462706
2991.0,CHEMBL107881,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PCA-4248,False,10000.0,3.1,True,True,0.0,0.1025311812179017
845.0,CHEMBL1078974,0.0491668266481478,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,EG00229,False,10000.0,1.98,True,True,0.014245920774964917,0.09568354120811937
1750.0,CHEMBL1078983,0.0090789434533427,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,KU-0063794,False,100.0,2.09,True,True,0.0026305929825873532,0.0963560772805087
811.0,CHEMBL1079,0.0506986046967471,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tizanidine,False,8.33,4.56,True,True,0.01468974825403607,0.11145756908779655
2146.0,CHEMBL1079175,0.0019222173612601,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MK-2206,True,10000.0,24.48,True,True,0.000556955941792617,0.2332477378332111
1156.0,CHEMBL1079227,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,paeonol,False,100.0,2.76,True,True,0.009916321251774315,0.10045243335778921
2992.0,CHEMBL1079576,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,phenprobamate,False,8.33,0.93,True,True,0.0,0.0892638786989484
2993.0,CHEMBL1079604,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,metaxalone,False,833.33,1.04,True,True,0.0,0.08993641477133775
2994.0,CHEMBL1079787,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,todralazine,False,1.0,2.18,True,True,0.0,0.09690633406700906
2105.0,CHEMBL1079905,0.0021950204187002,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,propentofylline,False,8.33,2.46,True,True,0.0006359996997164626,0.09861824406945464
901.0,CHEMBL1079935,0.0459478564872033,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amperozide,False,1.0,-5.99,True,True,0.013313235120510157,0.04695524578136464
1897.0,CHEMBL108,0.0038743767553266,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carbamazepine,False,100.0,-0.42,True,True,0.0011225874857397906,0.0810100269014429
2995.0,CHEMBL108084,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fagomine,False,833.33,2.42,True,True,0.0,0.09837368549767671
2996.0,CHEMBL1081188,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ML365,False,100.0,2.82,True,True,0.0,0.10081927121545611
219.0,CHEMBL1081312,0.2761340832690342,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,PP-121,False,100.0,0.41,True,True,0.08000891132693061,0.08608461726583518
2997.0,CHEMBL1081506,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,talniflumate,False,1.0,2.12,True,True,0.0,0.09653949620934214
2998.0,CHEMBL1082,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amoxicillin,False,833.33,-0.16,True,True,0.0,0.08259965761799952
1387.0,CHEMBL1082462,0.0215229875164415,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DBPR108,False,1.0,1.83,True,True,0.00623621242009393,0.09476644656395208
2999.0,CHEMBL1083384,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clofazimine,False,833.33,6.27,True,True,0.0,0.12191244803130351
3000.0,CHEMBL1083390,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-742457,False,10000.0,1.43,True,True,0.0,0.09232086084617266
3001.0,CHEMBL108425,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,YM-511,False,100.0,3.36,True,True,0.0,0.10412081193445832
2654.0,CHEMBL1084546,0.000336493218194,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PF-562271,False,8.33,0.22,True,True,9.749776535324337e-05,0.08492296404988997
945.0,CHEMBL1085,0.0417832900906246,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acetophenazine,False,833.33,2.47,True,True,0.012106566173329359,0.09867938371239914
3002.0,CHEMBL108545,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methyl-salicylate,False,8.33,2.86,True,True,0.0,0.10106382978723406
2587.0,CHEMBL1085588,0.0004301826545449,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TEPP-46,False,100.0,5.04,True,True,0.00012464396084105648,0.11439227194913185
789.0,CHEMBL1085699,0.0528136178162532,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,manidipine,False,1.0,1.55,True,True,0.015302566110964618,0.0930545365615065
2501.0,CHEMBL1086,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cinchocaine,False,833.33,3.8,True,True,0.00016176162350994616,0.10681095622401567
