chembl_id,compound_name,smiles,total_support_count,num_proteins,num_pathways,num_moas,ADMET_aggregate_score,mechanistic_score,final_score,confidence,cyp3a4_risk,herg_risk,pgp_risk,ames_risk,sol_value,lip_value,cyp3a4_score,herg_score,pgp_score,ames_score,sol_score,lip_score,ADMET_aggregate_score,mechanistic_score,final_score
CHEMBL1676,FLUTICASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,10,1,8,1,0.6397923964995852,0.4368421052631579,0.578907309128657,M,1.0,0.0,0.0,0.0,-7.12,4.9268000000000045,0.0,1.0,1.0,1.0,0.5676532769556025,0.4146399999999991,0.6397923964995852,0.4368421052631579,0.578907309128657
CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],10,1,8,1,0.6108598495999145,0.4368421052631579,0.5586545262988875,M,1.0,0.0,0.0,0.0,-2.56,-5.243299999999994,0.0,1.0,1.0,1.0,0.6881606765327696,0.0,0.6108598495999145,0.4368421052631579,0.5586545262988875
CHEMBL384467,DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,10,1,8,1,0.7289640318998047,0.4368421052631579,0.6413274539088107,H,0.0,1.0,0.0,0.0,-4.08,1.8957,1.0,0.0,1.0,1.0,0.6479915433403806,0.97914,0.7289640318998047,0.4368421052631579,0.6413274539088107
CHEMBL989,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,10,1,8,1,0.6040010297856397,0.4368421052631579,0.5538533524288951,M,0.5,1.0,0.0,0.0,-5.34,2.366800000000001,0.5,0.0,1.0,1.0,0.614693446088795,0.9266399999999998,0.6040010297856397,0.4368421052631579,0.5538533524288951
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.5696357882623705,0.4368421052631579,0.5297976833626067,M,1.0,0.5,0.0,0.0,-4.09,3.8175000000000026,0.0,0.5,1.0,1.0,0.6477272727272727,0.6364999999999995,0.5696357882623705,0.4368421052631579,0.5297976833626067
CHEMBL1504,TRIAMCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,10,1,8,1,0.7217580667433833,0.4368421052631579,0.6362832782993155,H,0.0,1.0,0.0,0.0,-4.09,2.4188000000000005,1.0,0.0,1.0,1.0,0.6477272727272727,0.9162399999999999,0.7217580667433833,0.4368421052631579,0.6362832782993155
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],10,1,8,1,0.6932735847137851,0.4368421052631579,0.6163441408785969,M,0.0,0.0,1.0,0.0,-2.84,-2.1113999999999935,1.0,1.0,0.0,1.0,0.6807610993657505,0.17772000000000132,0.6932735847137851,0.4368421052631579,0.6163441408785969
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.7724793491583484,0.4368421052631579,0.6717881759897912,H,0.0,0.0,1.0,0.0,-4.32,2.3744000000000005,1.0,1.0,0.0,1.0,0.6416490486257928,0.9251199999999999,0.7724793491583484,0.4368421052631579,0.6717881759897912
CHEMBL1766,DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,10,1,8,1,0.7149550908555677,0.4368421052631579,0.6315211951778448,H,0.0,1.0,0.0,0.0,-3.73,2.7808000000000015,1.0,0.0,1.0,1.0,0.6572410147991543,0.8438399999999997,0.7149550908555677,0.4368421052631579,0.6315211951778448
CHEMBL1159650,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.6685958375036797,0.4368421052631579,0.5990697178315232,M,1.0,0.0,0.0,0.0,-4.62,4.103100000000003,0.0,1.0,1.0,1.0,0.633720930232558,0.5793799999999993,0.6685958375036797,0.4368421052631579,0.5990697178315232
CHEMBL1200908,HALOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.6648029935504589,0.4368421052631579,0.5964147270642686,M,1.0,0.0,0.0,0.0,-5.86,4.0511000000000035,0.0,1.0,1.0,1.0,0.6009513742071881,0.5897799999999993,0.6648029935504589,0.4368421052631579,0.5964147270642686
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.9375375770064496,0.4368421052631579,0.7873289354834621,H,0.0,0.0,0.0,0.0,-4.32,2.3524000000000003,1.0,1.0,1.0,1.0,0.6416490486257928,0.9295199999999999,0.9375375770064496,0.4368421052631579,0.7873289354834621
CHEMBL1200386,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.7912386860063694,0.4368421052631579,0.6849197117834058,H,0.5,0.0,0.0,0.0,-4.74,3.6993000000000023,0.5,1.0,1.0,1.0,0.6305496828752643,0.6601399999999995,0.7912386860063694,0.4368421052631579,0.6849197117834058
CHEMBL1200545,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.9189824064013703,0.4368421052631579,0.7743403160599065,H,0.0,0.0,0.0,0.0,-5.35,2.9853000000000014,1.0,1.0,1.0,1.0,0.6144291754756871,0.8029399999999998,0.9189824064013703,0.4368421052631579,0.7743403160599065
CHEMBL1200953,HYDROCORTISONE PROBUTATE,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.8939731340487596,0.4368421052631579,0.7568338254130791,H,0.0,0.0,0.0,0.0,-5.29,4.093500000000003,1.0,1.0,1.0,1.0,0.616014799154334,0.5812999999999994,0.8939731340487596,0.4368421052631579,0.7568338254130791
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,10,1,8,1,0.9060396933122808,0.4368421052631579,0.765280416897544,H,0.0,0.0,0.0,0.0,-3.14,3.942700000000003,1.0,1.0,1.0,1.0,0.6728329809725159,0.6114599999999994,0.9060396933122808,0.4368421052631579,0.765280416897544
CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.9061452211844676,0.4368421052631579,0.7653542864080747,H,0.0,0.0,0.0,0.0,-4.85,3.6368000000000023,1.0,1.0,1.0,1.0,0.6276427061310782,0.6726399999999996,0.9061452211844676,0.4368421052631579,0.7653542864080747
CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,10,1,8,1,0.9188248283244574,0.4368421052631579,0.7742300114060676,H,0.0,0.0,0.0,0.0,-5.66,2.9376000000000015,1.0,1.0,1.0,1.0,0.6062367864693445,0.8124799999999996,0.9188248283244574,0.4368421052631579,0.7742300114060676
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,10,1,8,1,0.48871097813578823,0.4368421052631579,0.4731503162739991,L,1.0,0.0,1.0,0.0,-4.09,4.869200000000005,0.0,1.0,0.0,1.0,0.6477272727272727,0.4261599999999991,0.48871097813578823,0.4368421052631579,0.4731503162739991
CHEMBL1200845,HALCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,10,1,8,1,0.7897596804667221,0.4368421052631579,0.6838844079056527,H,0.5,0.0,0.0,0.0,-4.03,3.889300000000003,0.5,1.0,1.0,1.0,0.6493128964059196,0.6221399999999994,0.7897596804667221,0.4368421052631579,0.6838844079056527
CHEMBL1201012,FLURANDRENOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,10,1,8,1,0.6079002012470898,0.4368421052631579,0.5565827724519101,M,0.5,1.0,0.0,0.0,-3.62,2.498700000000001,0.5,0.0,1.0,1.0,0.6601479915433404,0.9002599999999998,0.6079002012470898,0.4368421052631579,0.5565827724519101
CHEMBL1451,TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,10,1,8,1,0.7022772419514545,0.4368421052631579,0.6226467009449654,H,0.0,1.0,0.0,0.0,-3.49,0.6204999999999998,1.0,0.0,1.0,1.0,0.663583509513742,0.7241,0.7022772419514545,0.4368421052631579,0.6226467009449654
CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.7688153156528488,0.4368421052631579,0.6692233525359415,H,0.0,0.0,1.0,0.0,-4.71,2.466500000000001,1.0,1.0,0.0,1.0,0.6313424947145877,0.9066999999999998,0.7688153156528488,0.4368421052631579,0.6692233525359415
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],10,1,8,1,0.6108598495999145,0.4368421052631579,0.5586545262988875,M,1.0,0.0,0.0,0.0,-2.56,-5.243299999999994,0.0,1.0,1.0,1.0,0.6881606765327696,0.0,0.6108598495999145,0.4368421052631579,0.5586545262988875
CHEMBL1276308,MIFEPRISTONE,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,9,1,8,0,0.4677578050151202,0.4105263157894737,0.45058835824742627,L,1.0,0.0,1.0,0.0,-6.26,5.406500000000006,0.0,1.0,0.0,1.0,0.5903805496828753,0.3186999999999989,0.4677578050151202,0.4105263157894737,0.45058835824742627
CHEMBL1200600,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.707533448764953,0.4368421052631579,0.6263260457144144,H,0.0,1.0,0.0,0.0,-4.77,2.923300000000001,1.0,0.0,1.0,1.0,0.6297568710359408,0.8153399999999997,0.707533448764953,0.4368421052631579,0.6263260457144144
CHEMBL1200617,RIMEXOLONE,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.5612567211710868,0.4368421052631579,0.5239323363987081,M,0.5,1.0,0.0,0.0,-3.9,4.496500000000005,0.5,0.0,1.0,1.0,0.6527484143763214,0.500699999999999,0.5612567211710868,0.4368421052631579,0.5239323363987081
CHEMBL1201173,MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,10,1,8,1,0.7396105809939252,0.4368421052631579,0.6487800382746949,H,0.0,0.0,1.0,0.0,-3.62,3.9403000000000032,1.0,1.0,0.0,1.0,0.6601479915433404,0.6119399999999994,0.7396105809939252,0.4368421052631579,0.6487800382746949
CHEMBL632,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,10,1,8,1,0.7289640318998047,0.4368421052631579,0.6413274539088107,H,0.0,1.0,0.0,0.0,-4.08,1.8957,1.0,0.0,1.0,1.0,0.6479915433403806,0.97914,0.7289640318998047,0.4368421052631579,0.6413274539088107
CHEMBL1200865,LOTEPREDNOL ETABONATE,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.6839401584285599,0.4368421052631579,0.6098107424789393,M,0.0,1.0,0.0,0.0,-5.01,3.916500000000003,1.0,0.0,1.0,1.0,0.6234143763213531,0.6166999999999994,0.6839401584285599,0.4368421052631579,0.6098107424789393
CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,10,1,8,1,0.7359916097091016,0.4368421052631579,0.6462467583753184,H,0.0,0.0,1.0,0.0,-3.69,4.086800000000004,1.0,1.0,0.0,1.0,0.6582980972515856,0.5826399999999993,0.7359916097091016,0.4368421052631579,0.6462467583753184
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,10,1,8,1,0.8789814419139882,0.4368421052631579,0.7463396409187391,H,0.0,0.0,0.0,0.0,-5.56,4.703900000000005,1.0,1.0,1.0,1.0,0.6088794926004228,0.45921999999999896,0.8789814419139882,0.4368421052631579,0.7463396409187391
CHEMBL1201749,DIFLUPREDNATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.8980597238204833,0.4368421052631579,0.7596944382532855,H,0.0,0.0,0.0,0.0,-7.53,3.5195000000000025,1.0,1.0,1.0,1.0,0.5568181818181818,0.6960999999999995,0.8980597238204833,0.4368421052631579,0.7596944382532855
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.9429625134476944,0.4368421052631579,0.7911263909923334,H,0.0,0.0,0.0,0.0,-4.24,2.1284,1.0,1.0,1.0,1.0,0.6437632135306554,0.97432,0.9429625134476944,0.4368421052631579,0.7911263909923334
CHEMBL1512,FLUNISOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,10,1,8,1,0.7264864832606311,0.4368421052631579,0.639593169861389,H,0.0,1.0,0.0,0.0,-3.73,2.2747000000000006,1.0,0.0,1.0,1.0,0.6572410147991543,0.9450599999999999,0.7264864832606311,0.4368421052631579,0.639593169861389
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],10,1,8,1,0.8574095656595393,0.4368421052631579,0.7312393275406248,H,0.0,0.0,0.0,0.0,-2.82,-2.1333999999999937,1.0,1.0,1.0,1.0,0.6812896405919662,0.17332000000000125,0.8574095656595393,0.4368421052631579,0.7312393275406248
CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,10,1,8,1,0.8866544475071587,0.4368421052631579,0.7517107448339584,H,0.0,0.0,0.0,0.0,-5.34,4.405900000000004,1.0,1.0,1.0,1.0,0.614693446088795,0.5188199999999992,0.8866544475071587,0.4368421052631579,0.7517107448339584
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,10,1,8,1,0.9341796644097733,0.4368421052631579,0.7849783966657886,H,0.0,0.0,0.0,0.0,-3.96,2.5632,1.0,1.0,1.0,1.0,0.6511627906976744,0.8873599999999999,0.9341796644097733,0.4368421052631579,0.7849783966657886
CHEMBL3707311,VAMOROLONE,,9,1,8,0,0.5,0.4105263157894737,0.4731578947368421,M,,,,,,,,,,,,,0.5,0.4105263157894737,0.4731578947368421
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,9,1,8,0,0.778020391789547,0.4105263157894737,0.667772168989525,H,0.0,0.0,1.0,0.0,-3.82,2.2193000000000005,1.0,1.0,0.0,1.0,0.6548625792811839,0.9561399999999999,0.778020391789547,0.4105263157894737,0.667772168989525
CHEMBL1530428,DEXAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.7688153156528488,0.4368421052631579,0.6692233525359415,H,0.0,0.0,1.0,0.0,-4.71,2.466500000000001,1.0,1.0,0.0,1.0,0.6313424947145877,0.9066999999999998,0.7688153156528488,0.4368421052631579,0.6692233525359415
CHEMBL139835,CYPROTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10,1,8,1,0.8770409548532127,0.4368421052631579,0.7449812999761962,H,0.0,0.0,0.0,0.0,-6.59,4.607600000000004,1.0,1.0,1.0,1.0,0.5816596194503171,0.47847999999999913,0.8770409548532127,0.4368421052631579,0.7449812999761962
CHEMBL4068611,RELACORILANT,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,9,1,8,0,0.7367149640056735,0.4105263157894737,0.6388583695408135,H,0.0,0.0,1.0,0.0,-3.65,4.062100000000003,1.0,1.0,0.0,1.0,0.6593551797040169,0.5875799999999994,0.7367149640056735,0.4105263157894737,0.6388583695408135
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,9,1,8,0,0.943038477266037,0.4105263157894737,0.7832848288230679,H,0.0,0.0,0.0,0.0,-3.83,2.1973,1.0,1.0,1.0,1.0,0.6545983086680761,0.9605400000000001,0.943038477266037,0.4105263157894737,0.7832848288230679
CHEMBL1201302,DEXAMETHASONE PHOSPHORIC ACID,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,9,1,8,0,0.7311715476222336,0.4105263157894737,0.6349779780724056,H,0.0,1.0,0.0,0.0,-4.05,2.0127000000000006,1.0,0.0,1.0,1.0,0.648784355179704,0.9974599999999999,0.7311715476222336,0.4105263157894737,0.6349779780724056
CHEMBL1201231,PREDNISOLONE PHOSPHORIC ACID,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,9,1,8,0,0.7264151374207188,0.4105263157894737,0.6316484909313453,H,0.0,1.0,0.0,0.0,-3.46,1.6746,1.0,0.0,1.0,1.0,0.6643763213530655,0.93492,0.7264151374207188,0.4105263157894737,0.6316484909313453
CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,9,1,8,0,0.7311715476222336,0.4105263157894737,0.6349779780724056,H,0.0,1.0,0.0,0.0,-4.05,2.0127000000000006,1.0,0.0,1.0,1.0,0.648784355179704,0.9974599999999999,0.7311715476222336,0.4105263157894737,0.6349779780724056
