rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroE6_relevant,mechanistic_rationale,compound_name,infection_rate_pct,is_AB_hit,n_ab_reps,prior_score_norm,ab_infection_rate_pct_mean,ab_score_norm,ab_score_norm_filled,combined_score,new_rank
4635,CHEMBL4303465,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,gallium-triquinolin-8-olate,16.5,True,1.0,0.0,16.5,0.9180327868852459,0.9180327868852459,0.45901639344262296,20
1999,CHEMBL4297399,0.0030240358304221,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY2608204,17.0,True,1.0,0.0008762040952763296,17.0,0.9139344262295082,0.9139344262295082,0.45740531516239225,21
2614,CHEMBL682,0.0003991103208482,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amodiaquine,17.5,True,1.0,0.00011564085784837764,17.5,0.9098360655737705,0.9098360655737705,0.45497585321580947,22
1116,CHEMBL275707,0.0348157940383297,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rimcazole,19.5,True,1.0,0.01008775789287644,19.5,0.8934426229508197,0.8934426229508197,0.45176519042184804,23
893,CHEMBL1201284,0.046869121179153,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cinacalcet,20.0,True,1.0,0.013580168431220016,20.0,0.889344262295082,0.889344262295082,0.451462215363151,24
83,CHEMBL941,0.514089576536624,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,imatinib,37.0,True,1.0,0.1489557060695904,37.0,0.75,0.75,0.4494778530347952,25
676,CHEMBL38576,0.0628231792002519,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ICI-199441,21.5,True,1.0,0.01820280247336092,21.5,0.8770491803278688,0.8770491803278688,0.4476259914006149,26
2490,CHEMBL2140408,0.000592269807363,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AMG900,19.5,True,1.0,0.00017160816201293078,19.5,0.8934426229508197,0.8934426229508197,0.4468071155564163,27
3763,CHEMBL1972860,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,elesclomol,19.5,True,1.0,0.0,19.5,0.8934426229508197,0.8934426229508197,0.44672131147540983,28
684,CHEMBL1231795,0.061642703201743,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,UNC0638,22.5,True,1.0,0.017860763568311126,22.5,0.8688524590163934,0.8688524590163934,0.44335661129235227,29
627,CHEMBL964,0.0703944355292428,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,disulfiram,23.0,True,1.0,0.020396548240229916,23.0,0.8647540983606558,0.8647540983606558,0.44257532330044286,30
350,CHEMBL1626,0.1561974143812312,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clemastine,26.5,True,1.0,0.045257669494380745,26.5,0.8360655737704918,0.8360655737704918,0.4406616216324363,31
361,CHEMBL314854,0.1466397426555337,0.1223456269146212,0.0,0.8156375127641418,0.0,,Lysosphingolipid and LPA receptors,,True,Relevant pathways: Lysosphingolipid and LPA receptors,fingolimod,26.5,True,1.0,0.04248836662332515,26.5,0.8360655737704918,0.8360655737704918,0.4392769701969085,32
3502,CHEMBL1520837,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,suloctidil,21.5,True,1.0,0.0,21.5,0.8770491803278688,0.8770491803278688,0.4385245901639344,33
4847,CHEMBL481512,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MCOPPB,22.0,True,1.0,0.0,22.0,0.8729508196721312,0.8729508196721312,0.4364754098360656,34
423,CHEMBL13608,0.1121474926075826,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,toceranib,26.0,True,1.0,0.03249435450109065,26.0,0.8401639344262295,0.8401639344262295,0.43632914446366006,35
1332,CHEMBL2111101,0.0249918837042165,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pimavanserin,23.0,True,1.0,0.007241313290672123,23.0,0.8647540983606558,0.8647540983606558,0.43599770582566394,36
1344,CHEMBL252172,0.0243128910020105,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BNTX,23.5,True,1.0,0.00704457746487584,23.5,0.860655737704918,0.860655737704918,0.4338501575848969,37
4795,CHEMBL46286,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,homoharringtonine,23.0,True,1.0,0.0,23.0,0.8647540983606558,0.8647540983606558,0.4323770491803279,38
532,CHEMBL1093458,0.0826331305293677,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Endoxifen HCl,26.0,True,1.0,0.023942668485257092,26.0,0.8401639344262295,0.8401639344262295,0.4320533014557433,39
410,CHEMBL728,0.1166333874285998,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,prochlorperazine,27.5,True,1.0,0.03379412726621874,27.5,0.8278688524590164,0.8278688524590164,0.4308314898626176,40
1992,CHEMBL487,0.0030535652608115,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,droloxifene,24.0,True,1.0,0.0008847601472840725,24.0,0.8565573770491803,0.8565573770491803,0.4287210685982322,41
4301,CHEMBL3356976,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,JW-642,24.5,True,1.0,0.0,24.5,0.8524590163934427,0.8524590163934427,0.42622950819672134,42
1370,CHEMBL2441082,0.0229141511895179,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,UNC0642,25.5,True,1.0,0.006639297362172496,25.5,0.8442622950819672,0.8442622950819672,0.4254507962220698,43
623,CHEMBL489,0.0710160895506385,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,afimoxifene,27.5,True,1.0,0.020576670378305205,27.5,0.8278688524590164,0.8278688524590164,0.42422276141866083,44
942,CHEMBL1064,0.0421460187328331,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,simvastatin,26.5,True,1.0,0.01221166556354814,26.5,0.8360655737704918,0.8360655737704918,0.42413861966702,45
539,CHEMBL59898,0.0815840506327471,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PD-102807,28.5,True,1.0,0.02363870115377123,28.5,0.819672131147541,0.819672131147541,0.4216554161506561,46
2932,CHEMBL1254577,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VU0364739,26.0,True,1.0,9.637605515575127e-06,26.0,0.8401639344262295,0.8401639344262295,0.4200867860158725,47
4457,CHEMBL4065616,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Remdesivir,26.0,True,1.0,0.0,26.0,0.8401639344262295,0.8401639344262295,0.42008196721311475,48
518,CHEMBL1378,0.0852083000680733,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thiethylperazine,29.5,True,1.0,0.02468881509937633,29.5,0.8114754098360656,0.8114754098360656,0.418082112467721,49
2054,CHEMBL541400,0.0024146196792338,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BAY-61-3606,27.0,True,1.0,0.0006996278384651812,27.0,0.8319672131147541,0.8319672131147541,0.41633342047660965,50
94,CHEMBL1908391,0.4488159844051217,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,masitinib,43.0,True,1.0,0.13004290478474714,43.0,0.7008196721311475,0.7008196721311475,0.4154312884579473,51
2148,CHEMBL4297188,0.0019222173612601,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ARQ-092,29.5,True,1.0,0.000556955941792617,29.5,0.8114754098360656,0.8114754098360656,0.4060161828889291,52
3250,CHEMBL1254945,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ELN-441958,29.5,True,1.0,0.0,29.5,0.8114754098360656,0.8114754098360656,0.4057377049180328,53
4889,CHEMBL507100,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thaliblastine,30.5,True,1.0,0.0,30.5,0.8032786885245902,0.8032786885245902,0.4016393442622951,54
5,CHEMBL535,1.9277848697173288,0.6352060527577144,0.0360726078658958,4.102440789543145,0.0,AAK1,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis; ER-Phagosome pathway,,True,Host protein hits: AAK1 | Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis; ER-Phagosome pathway,sunitinib,99.0,False,1.0,0.5585691084296104,99.0,0.24180327868852458,0.24180327868852458,0.4001861935590675,55
1508,CHEMBL1289,0.0156774250798469,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,haloprogin,32.0,True,1.0,0.004542480588410327,32.0,0.790983606557377,0.790983606557377,0.39776304357289366,56
390,CHEMBL3932957,0.1256693121710143,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,KG-5,36.0,True,1.0,0.036412255723647494,36.0,0.7581967213114754,0.7581967213114754,0.39730448851756145,57
3350,CHEMBL136356,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alantolactone,32.0,True,1.0,0.0,32.0,0.790983606557377,0.790983606557377,0.3954918032786885,58
60,CHEMBL3989870,0.5533351548973018,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,VE-822,52.0,True,1.0,0.16032697890147155,52.0,0.6270491803278688,0.6270491803278688,0.39368807961467017,59
29,CHEMBL64925,0.9420329037606132,0.8743207325750735,1.3220909206736569,0.981138174697081,0.0,"CTSB,CTSK,CTSL",Endosomal/Vacuolar pathway,,True,"Host protein hits: CTSB,CTSK,CTSL | Relevant pathways: Endosomal/Vacuolar pathway",MG-132,66.0,False,1.0,0.27295082943672966,66.0,0.5122950819672132,0.5122950819672132,0.3926229557019714,60
782,CHEMBL585902,0.0532204377515123,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AMG-548,35.0,True,1.0,0.015420440803363458,35.0,0.7663934426229508,0.7663934426229508,0.39090694171315715,61
1468,CHEMBL3218576,0.0178936212498159,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,copanlisib,34.0,True,1.0,0.0051846158900252905,34.0,0.7745901639344263,0.7745901639344263,0.38988738991222577,62
2610,CHEMBL304858,0.0003991462430594,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Ro-48-8071,33.5,True,1.0,0.00011565126618687951,33.5,0.7786885245901639,0.7786885245901639,0.3894020879281754,63
4656,CHEMBL4303527,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BETP,33.5,True,1.0,0.0,33.5,0.7786885245901639,0.7786885245901639,0.38934426229508196,64
14,CHEMBL449782,1.232920059894461,1.1386179930418092,2.070214532803289,0.0,0.0,ACE2,,,False,Host protein hits: ACE2,cepharanthine,77.5,False,1.0,0.35723439344204977,77.5,0.4180327868852459,0.4180327868852459,0.38763359016364785,65
2245,CHEMBL460491,0.0015339078629004,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,IT1t,35.0,True,1.0,0.0004444445855201038,35.0,0.7663934426229508,0.7663934426229508,0.38341894360423545,66
4535,CHEMBL4303205,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CCT-031374,35.0,True,1.0,0.0,35.0,0.7663934426229508,0.7663934426229508,0.3831967213114754,67
183,CHEMBL1491,0.3288290532709585,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,amlodipine,47.0,True,1.0,0.09527709963728695,47.0,0.6680327868852459,0.6680327868852459,0.3816549432612664,68
2955,CHEMBL483059,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dynole-34-2,35.5,True,1.0,9.637605515575127e-06,35.5,0.7622950819672132,0.7622950819672132,0.38115235978636436,69
4557,CHEMBL4303262,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nemonapride,36.5,True,1.0,0.0,36.5,0.7540983606557377,0.7540983606557377,0.3770491803278688,70
9,CHEMBL1535,1.44923811955006,1.3067692048552433,2.070214532803289,1.1210080787562275,0.0,ACE2,MyD88 dependent cascade initiated on endosome,,True,Host protein hits: ACE2 | Relevant pathways: MyD88 dependent cascade initiated on endosome,hydroxychloroquine,88.0,False,1.0,0.4199118153977312,88.0,0.3319672131147541,0.3319672131147541,0.3759395142562426,71
3939,CHEMBL2137530,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,serdemetan,37.5,True,1.0,0.0,37.5,0.7459016393442623,0.7459016393442623,0.3729508196721312,72
365,CHEMBL4297643,0.1436586918256471,0.1366206579321716,0.2484011962403121,0.0,0.0,PIKFYVE,,,True,Host protein hits: PIKFYVE,STA-5326,43.5,True,1.0,0.041624617285735806,43.5,0.6967213114754098,0.6967213114754098,0.36917296438057284,73
2936,CHEMBL2159498,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,P22077,38.5,True,1.0,9.637605515575127e-06,38.5,0.7377049180327868,0.7377049180327868,0.3688572778191512,74
679,CHEMBL3187365,0.0625609466981299,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,asenapine,41.0,True,1.0,0.018126821497883593,41.0,0.7172131147540983,0.7172131147540983,0.36766996812599095,75
4936,CHEMBL5314365,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MONENSIN SODIUM,39.0,True,1.0,0.0,39.0,0.7336065573770492,0.7336065573770492,0.3668032786885246,76
4769,CHEMBL45349,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BMS-191011,39.5,True,1.0,0.0,39.5,0.7295081967213115,0.7295081967213115,0.36475409836065575,77
1236,CHEMBL1078261,0.0323381248317553,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,propiverine,41.0,True,1.0,0.009369861668334182,41.0,0.7172131147540983,0.7172131147540983,0.36329148821121626,78
2018,CHEMBL527026,0.002811934995909,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cot-inhibitor-2,40.5,True,1.0,0.000814748599960335,40.5,0.7213114754098361,0.7213114754098361,0.3610631120048982,79
6,CHEMBL1908397,1.5260956475321117,0.3865399813173067,0.0360726078658958,2.4446669799404277,0.0,AAK1,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,,True,Host protein hits: AAK1 | Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,KW-2449,94.5,False,1.0,0.4421810226912469,94.5,0.2786885245901639,0.2786885245901639,0.3604347736407054,80
1128,CHEMBL471728,0.0347824027314226,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GANT-61,42.0,True,1.0,0.01007808287528429,42.0,0.709016393442623,0.709016393442623,0.3595472381589537,81
2232,CHEMBL1801932,0.0016496010460186,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BS-181,41.0,True,1.0,0.00047796629178559197,41.0,0.7172131147540983,0.7172131147540983,0.35884554052294193,82
5015,CHEMBL596380,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,"3,4-methylenedioxy-beta-nitrostyrene",41.0,True,1.0,0.0,41.0,0.7172131147540983,0.7172131147540983,0.35860655737704916,83
76,CHEMBL2140173,0.5351844962206,0.4577042230404515,0.0,3.051361486936344,0.0,,Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,,True,Relevant pathways: Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,KU-60019,60.0,False,1.0,0.155067887291347,60.0,0.5614754098360656,0.5614754098360656,0.3582716485637063,84
621,CHEMBL254832,0.0710680507742415,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fendiline,44.0,True,1.0,0.020591725966092392,44.0,0.6926229508196722,0.6926229508196722,0.3566073383928823,85
1853,CHEMBL451887,0.0047707782670654,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carfilzomib,42.0,True,1.0,0.0013823167745583684,42.0,0.709016393442623,0.709016393442623,0.3551993551085907,86
3577,CHEMBL1618279,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,revaprazan,42.5,True,1.0,0.0,42.5,0.7049180327868853,0.7049180327868853,0.3524590163934426,87
173,CHEMBL1263,0.3350123004123249,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,salmeterol,54.5,True,1.0,0.09706867446350673,54.5,0.6065573770491803,0.6065573770491803,0.35181302575634354,88
1198,CHEMBL419296,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,zolantidine,44.0,True,1.0,0.009916321251774315,44.0,0.6926229508196722,0.6926229508196722,0.35126963603572325,89
