compound_name,chembl_id
Ro-04-5595,CHEMBL1624380
Ro-08-2750,CHEMBL1397270
Ro-10-5824,CHEMBL1616116
Ro-106-9920,CHEMBL271023
Ro-1138452,CHEMBL9540
Ro-15-4513,CHEMBL6597
Ro-19-4605,CHEMBL269366
Ro-20-1724,CHEMBL18701
Ro-25-6981,CHEMBL305195
Ro-28-1675,CHEMBL1096435
Ro-3,CHEMBL494772
Ro-3306,CHEMBL5305651
Ro-48-8071,CHEMBL304858
Ro-4987655,CHEMBL1614766
Ro-5126766,CHEMBL3264002
Ro-60-0175,CHEMBL76781
Ro-61-8048,CHEMBL134915
Ro-67-7476,CHEMBL4303496
Ro-90-7501,CHEMBL578741
S-07662,CHEMBL4303710
S-111,CHEMBL375563
S-14506,CHEMBL1590266
S-isopropylisothiourea,CHEMBL483091
S-methylcysteine,CHEMBL394875
S-nitrosoglutathione,CHEMBL63507
S-sulfo-L-cysteine,CHEMBL457665
S-trityl-L-cysteine,CHEMBL392695
S18986,CHEMBL320642
S1P1-agonist-III,CHEMBL1938952
S26948,CHEMBL4303501
S4,CHEMBL2047811
SA-47,CHEMBL4303659
SANT-1,CHEMBL515916
SANT-2,CHEMBL514344
SAR-245409,CHEMBL3545366
SAR131675,CHEMBL4303275
SAR405,CHEMBL3622372
SAR405838,CHEMBL2381408
SAR407899,CHEMBL1667969
SB-200646,CHEMBL85194
SB-202190,CHEMBL278041
SB-203186,CHEMBL1255781
SB-203580,CHEMBL10
SB-205384,CHEMBL1256667
SB-206553,CHEMBL297784
SB-216641,CHEMBL20963
SB-216763,CHEMBL102714
SB-218078,CHEMBL304428
SB-218795,CHEMBL9843
SB-221284,CHEMBL276140
SB-222200,CHEMBL10284
SB-225002,CHEMBL239767
SB-228357,CHEMBL14276
SB-2343,CHEMBL3393066
SB-239063,CHEMBL256835
SB-242235,CHEMBL95692
SB-243213,CHEMBL14460
SB-258585,CHEMBL60264
SB-268262,CHEMBL4303376
SB-269970,CHEMBL282199
SB-271046,CHEMBL431298
SB-297006,CHEMBL284954
SB-328437,CHEMBL33227
SB-334867,CHEMBL291536
SB-366791,CHEMBL122413
SB-399885,CHEMBL1210710
SB-408124,CHEMBL1334465
SB-415286,CHEMBL322970
SB-431542,CHEMBL440084
SB-452533,CHEMBL120735
SB-505124,CHEMBL226838
SB-525334,CHEMBL401570
SB-590885,CHEMBL1891617
SB-612111,CHEMBL559569
SB-657510,CHEMBL2348501
SB-683698,CHEMBL91485
SB-705498,CHEMBL207433
SB-706375,CHEMBL522770
SB-742457,CHEMBL1083390
SB-743921,CHEMBL2325429
SB-747651A,CHEMBL188434
SB-756050,CHEMBL4303545
SB-772077B,CHEMBL1956071
SB-939,CHEMBL1851943
SBE-13,CHEMBL1625188
SBHA,CHEMBL320497
SC-10,CHEMBL1397913
SC-12267,CHEMBL197194
SC-144,CHEMBL225542
SC-19220,CHEMBL112816
SC-236,CHEMBL282093
SC-51089,CHEMBL544573
SC-560,CHEMBL26915
SC-9,CHEMBL1552551
SCH-202676,CHEMBL1188627
SCH-221510,CHEMBL513136
SCH-23390,CHEMBL62
SCH-28080,CHEMBL47529
SCH-51344,CHEMBL3793901
SCH-58261,CHEMBL17127
SCH-900776,CHEMBL2386889
SCMC-Lys,CHEMBL4303635
SCOPOLAMINE HYDROBROMIDE,CHEMBL3185877
SCS,CHEMBL354261
SD-169,CHEMBL1435541
SD-208,CHEMBL238125
SD-2590,CHEMBL1771212
SDM25N,CHEMBL1324873
SDZ-205-557,CHEMBL287045
SDZ-21009,CHEMBL1433455
SDZ-220-040,CHEMBL409024
SDZ-220-581,CHEMBL1331280
SDZ-NKT-343,CHEMBL106092
SDZ-SER-082,CHEMBL316069
SDZ-WAG-994,CHEMBL117904
SEN-1269,CHEMBL2386874
SEP-227900,CHEMBL492591
SERTRALINE HYDROCHLORIDE,CHEMBL1709
SEW-2871,CHEMBL224720
SF-11,CHEMBL548708
SGC-0946,CHEMBL3087498
SGC-707,CHEMBL4072005
SGC-CBP30,CHEMBL3622373
SGI-1027,CHEMBL2336409
SGI-1776,CHEMBL1952329
SGX523,CHEMBL1236107
SHA-68,CHEMBL469695
SHP099,CHEMBL4060033
SIB-1553A,CHEMBL47850
SIB-1757,CHEMBL1427311
SIB-1893,CHEMBL88612
SID-7969543,CHEMBL259067
SIS3,CHEMBL4792656
SJ-172550,CHEMBL4303491
SK&F-10047-(+),CHEMBL74019
SKA-31,CHEMBL1709719
SKF-38393,CHEMBL286080
SKF-77434,CHEMBL288090
SKF-81297,CHEMBL353335
SKF-83566,CHEMBL324017
SKF-86002,CHEMBL313417
SKF-89976A,CHEMBL543557
SKF-91488,CHEMBL1230270
SKF-96365,CHEMBL1256808
SKI-II,CHEMBL1076555
SKLB1002,CHEMBL2180603
SLV-319-(+/-),CHEMBL4297432
SLV-320,CHEMBL4204703
SM-108,CHEMBL4303691
SM-164,CHEMBL1774154
SM-21,CHEMBL45951
SMER-28,CHEMBL494325
SMI-4a,CHEMBL183906
SN-2,CHEMBL1430530
SN-38,CHEMBL837
SN-6,CHEMBL1318259
SNAP,CHEMBL73188
SNAP-5089,CHEMBL5483012
SNAP-94847,CHEMBL242004
SNC-80,CHEMBL13470
SNG-1153,CHEMBL4303319
SNS-314,CHEMBL482767
SNX-2112,CHEMBL560895
SNX-5422,CHEMBL1195136
SODIUM OXYBATE,CHEMBL1200682
SP-100030,CHEMBL336546
SP-141,CHEMBL4303369
SP-420,CHEMBL1092665
SPP301,CHEMBL3989834
SPP86,CHEMBL2058538
SQ-109,CHEMBL561057
SQ-22536,CHEMBL64239
SR-1078,CHEMBL3094387
SR-11302,CHEMBL1476397
SR-140333,CHEMBL1178725
SR-2211,CHEMBL2137199
SR-2640,CHEMBL18132
SR-27897,CHEMBL249973
SR-3306,CHEMBL2144409
SR-33805,CHEMBL287679
SR-3576,CHEMBL3393599
SR-3677,CHEMBL521179
SR-57227A,CHEMBL1256322
SR-59230A,CHEMBL1256816
SR-95639A,CHEMBL168972
SRC-kinase-inhibitor-I,CHEMBL97771
SRT1720,CHEMBL4639328
SRT2104,CHEMBL4297436
SRT3190,CHEMBL4303160
SSR-180711,CHEMBL559478
SSR128129E,CHEMBL5573036
ST-1859,CHEMBL447347
ST-2825,CHEMBL408178
ST-91,CHEMBL301717
STA-5326,CHEMBL4297643
STAT3-inhibitor-VI,CHEMBL477936
STF-083010,CHEMBL1538026
STF-118804,CHEMBL4303625
STF-31,CHEMBL3105156
STF-62247,CHEMBL565269
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],CHEMBL63266
SU11274,CHEMBL261641
SU16f,CHEMBL149201
SU3327,CHEMBL510038
SU4312,CHEMBL328710
SU9516,CHEMBL258805
SUN-11602,CHEMBL4303490
SUN-B-8155,CHEMBL1363071
SX-011,CHEMBL478284
SYM-2081,CHEMBL288166
SYM-2206,CHEMBL114898
Salinomycin (Procoxacin),CHEMBL2135651
"Saxagliptin (BMS-477118,Onglyza)",CHEMBL385517
Sclareolide (Norambreinolide),CHEMBL304461
Se-methylselenocysteine,CHEMBL62382
Sevelamer HCl,CHEMBL1201492
SirReal-2,CHEMBL3770903
Sisomicin (sulfate),CHEMBL2104891
Stigmasterol (Stigmasterin),CHEMBL400247
Strontium Ranelate,CHEMBL3707306
Sufentanil,CHEMBL658
T-0070907,CHEMBL510698
T-0156,CHEMBL1190161
T-0901317,CHEMBL62136
T-5224,CHEMBL3222137
T-5601640,CHEMBL4303259
T-62,CHEMBL57997
TA-01,CHEMBL4303658
TAK-063,CHEMBL3989972
TAK-220,CHEMBL207004
TAK-285,CHEMBL1614725
TAK-593,CHEMBL2180604
TAK-632,CHEMBL3125890
TAK-715,CHEMBL363648
TAK-733,CHEMBL1615025
TAK-875,CHEMBL1829174
TAK-901,CHEMBL3544932
TAK-960,CHEMBL2392545
TAME,CHEMBL44752
TAS-103,CHEMBL488755
TBA-354,CHEMBL1630563
TBOA-(DL),CHEMBL4303337
TC-A-2317,CHEMBL1778663
TC-ASK-10,CHEMBL1642655
TC-E-5002,CHEMBL2424812
TC-E-5006,CHEMBL2146722
TC-F-2,CHEMBL1738872
TC-FPR-43,CHEMBL379761
TC-G-1000,CHEMBL284795
TC-G-1004,CHEMBL487553
TC-G-1005,CHEMBL2181226
TC-G-1008,CHEMBL3342358
TC-H-106,CHEMBL3940985
TC-I-2000,CHEMBL2032211
TC-I-2014,CHEMBL1650511
TC-LPA5-4,CHEMBL2058156
TC-Mps1-12,CHEMBL2089255
TC-N-1752,CHEMBL1813048
TC-NTR1-17,CHEMBL508044
TC-O-9311,CHEMBL3633893
TC-OT-39,CHEMBL360648
TC-S-7003,CHEMBL410295
TC-S-7004,CHEMBL3094448
TC-S-7005,CHEMBL522618
TC-S-7006,CHEMBL200381
TC-S-7009,CHEMBL2311933
TC-SP-14,CHEMBL1672558
TC1,CHEMBL602850
TC2559,CHEMBL1876219
TCID,CHEMBL1241028
TCN201,CHEMBL2333945
TCN238,CHEMBL1209431
TCS-21311,CHEMBL1650951
TCS-2210,CHEMBL566099
TCS-2314,CHEMBL389946
TCS-3035,CHEMBL2425825
TCS-359,CHEMBL210833
TCS-5861528,CHEMBL1086339
TCS-HDAC6-20b,CHEMBL237645
TCS-OX2-29,CHEMBL142009
TCS-PIM-1-1,CHEMBL391586
TCS2002,CHEMBL3601951
TEPP-46,CHEMBL1085588
TERBUTALINE HEMISULFATE,CHEMBL1315867
TESTOSTERONE,CHEMBL386630
TESTOSTERONE PROPIONATE,CHEMBL1170
TFC-007,CHEMBL4238186
TG-003,CHEMBL408982
TG-02,CHEMBL1944698
TG-100572,CHEMBL400402
TG-100713,CHEMBL244559
TG-100801,CHEMBL403989
TG-101209,CHEMBL1995703
TGR-1202,CHEMBL3948730
TH-302,CHEMBL260046
TH-588,CHEMBL3782004
THZ1,CHEMBL3603847
THZ1-R,CHEMBL4303279
THZ2,CHEMBL4303287
TMC-353121,CHEMBL408963
TMC647055,CHEMBL2043025
TMN-355,CHEMBL559525
TMPH,CHEMBL1413406
TMS,CHEMBL46909
TP-003,CHEMBL4303606
TP-0903,CHEMBL2022968
TPCA-1,CHEMBL257167
TPPS4,CHEMBL221265
TRAM-34,CHEMBL498270
TRAM-39,CHEMBL118687
TRAMADOL HYDROCHLORIDE,CHEMBL1200336
TRIAMCINOLONE ACETONIDE,CHEMBL1504
TRIM,CHEMBL277525
TRV130,CHEMBL2443262
TTNPB,CHEMBL275311
TTP-22,CHEMBL1689369
TU-2100,CHEMBL4303553
TUG-891,CHEMBL2058533
TW-37,CHEMBL217354
TWS-119,CHEMBL405759
TXA127,CHEMBL3545347
TY-52156,CHEMBL4303550
TYLOSIN TARTRATE,CHEMBL3189100
Talc,CHEMBL3989756
Tapentadol (hydrochloride),CHEMBL1201777
Testolactone,CHEMBL1571
Testosterone (undecanoate),CHEMBL2107067
"Tofacitinib (CP-690550, Tasocitinib)",CHEMBL221959
Torcetrapib (CP-529414),CHEMBL479527
Toremifene citrate,CHEMBL1200675
Triparanol,CHEMBL187709
U-0124,CHEMBL97858
U-0126,CHEMBL34704
U-0521,CHEMBL353187
U-104,CHEMBL1615281
U-18666A,CHEMBL2354929
U-50488-(-),CHEMBL58033
U-54494A,CHEMBL1711959
U-75799E,CHEMBL105462
U-99194,CHEMBL16410
UAMC-00039,CHEMBL98869
UB-165,CHEMBL1086655
UBP-302,CHEMBL372797
UBP-310,CHEMBL373428
UC-112,CHEMBL1527537
UCL-2077,CHEMBL1441661
UF-010,CHEMBL4303643
UH-232-(+),CHEMBL278751
UK-356618,CHEMBL117225
UK-383367,CHEMBL226630
UK-5099,CHEMBL4303684
UNC0224,CHEMBL576781
UNC0321,CHEMBL1214066
UNC0631,CHEMBL1829305
UNC0638,CHEMBL1231795
UNC0642,CHEMBL2441082
UNC0646,CHEMBL1829304
UNC1215,CHEMBL2426364
UNC1999,CHEMBL3414619
UNC2025,CHEMBL3326006
UNC2250,CHEMBL3092807
UNC2327,CHEMBL2325198
UNC3230,CHEMBL4303547
UNC669,CHEMBL1235119
UNC926,CHEMBL2426369
UPF-1069,CHEMBL4089840
URB597,CHEMBL184238
URMC-099,CHEMBL2436978
Ulipristal acetate,CHEMBL260538
V-51,CHEMBL4303440
VANCOMYCIN HYDROCHLORIDE,CHEMBL1200628
VCH-916,CHEMBL4303412
VE-821,CHEMBL1766779
VE-822,CHEMBL3989870
VER-155008,CHEMBL470334
VER-49009,CHEMBL365617
VGX-1027,CHEMBL1320667
VLX600,CHEMBL4788406
VP-20629,CHEMBL207225
VS-4718,CHEMBL3040440
VT-464,CHEMBL3264610
VTP-27999,CHEMBL1276678
VU0155069,CHEMBL492572
VU0238429,CHEMBL466253
VU0240551,CHEMBL1491962
VU0357121,CHEMBL2151790
VU0360172,CHEMBL1684242
VU0361737,CHEMBL562551
VU0364439,CHEMBL1223381
VU0364739,CHEMBL1254577
VU0364770,CHEMBL556667
VU0422288,CHEMBL4162576
VU10010,CHEMBL1212994
VU152100,CHEMBL1978713
VU1545,CHEMBL210846
VU29,CHEMBL411221
VU591,CHEMBL2146753
VUF10166,CHEMBL261010
VUF10460,CHEMBL492884
VUF11207,CHEMBL2013230
VX-222,CHEMBL2403319
VX-702,CHEMBL1090090
VX-745,CHEMBL119385
VX-765,CHEMBL2107819
Vinblastine (sulfate),CHEMBL378544
Vincristine (sulfate),CHEMBL385978
Vinflunine Ditartrate,CHEMBL2105629
W-54011,CHEMBL1628668
WAY-100635,CHEMBL31354
WAY-161503,CHEMBL301466
WAY-170523,CHEMBL327002
WAY-200070,CHEMBL188528
WAY-207024,CHEMBL474991
WAY-208466,CHEMBL571858
WAY-213613,CHEMBL1628669
WAY-362450,CHEMBL454138
WAY-600,CHEMBL583194
WAY-629,CHEMBL258465
WB-4101,CHEMBL25554
WDR5-0103,CHEMBL3906778
WEHI-345-analog,CHEMBL4303557
WH-4-023,CHEMBL213100
WHI-P154,CHEMBL473773
WIKI4,CHEMBL4303453
WIN-64338,CHEMBL551291
WP1066,CHEMBL1923234
WP1130,CHEMBL1923233
WR99210,CHEMBL129788
WWL-113,CHEMBL4303156
WWL-123,CHEMBL4303532
WY-16922,CHEMBL4303324
WYE-125132,CHEMBL601661
WYE-354,CHEMBL561708
WYE-687,CHEMBL561103
WZ-3146,CHEMBL1643976
WZ-4002,CHEMBL1229592
WZ4003,CHEMBL4303523
WZ811,CHEMBL237830
X-77,CHEMBL451270
XAV-939,CHEMBL1086580
XD-14,CHEMBL3787231
XE-991,CHEMBL342375
XL019,CHEMBL4294155
XL147,CHEMBL3218575
XL228,CHEMBL3545085
XL388,CHEMBL2333365
XL647,CHEMBL3544983
XL888,CHEMBL2204502
XMD8-92,CHEMBL1673046
Y-11,CHEMBL4303724
Y-134,CHEMBL178334
Y-26763,CHEMBL1402866
Y-27152,CHEMBL1476996
Y-27632,CHEMBL1188380
Y-29794,CHEMBL294803
Y-320,CHEMBL4303340
Y-39983,CHEMBL3794409
Y16,CHEMBL485210
YC-1,CHEMBL333985
YIL-781,CHEMBL243001
YK-4-279,CHEMBL2011500
YM-155,CHEMBL2105734
YM-201636,CHEMBL2178735
YM-244769,CHEMBL4303432
YM-298198-desmethyl,CHEMBL254777
YM-511,CHEMBL108425
YM-58483,CHEMBL262766
YM-750,CHEMBL4303529
YM-90709,CHEMBL1356775
YM-976,CHEMBL1358525
YO-01027,CHEMBL4303400
YS-035,CHEMBL1329438
YZ9,CHEMBL155103
Z160,CHEMBL604710
ZALEPLON,CHEMBL1521
ZAMI-633,CHEMBL4303316
ZAPA,CHEMBL20562
ZCL-278,CHEMBL4303380
ZD-2079,CHEMBL1354284
ZD-7114,CHEMBL1788312
ZD-7155,CHEMBL159096
ZD-7288,CHEMBL1314022
ZK-164015,CHEMBL184074
ZK-200775,CHEMBL19892
ZK-811752,CHEMBL535607
ZK-93423,CHEMBL1518572
ZK-93426,CHEMBL1271047
ZLN005,CHEMBL4303368
ZLN024,CHEMBL4303623
ZM-226600,CHEMBL143181
ZM-241385,CHEMBL113142
ZM-306416,CHEMBL150315
ZM-323881,CHEMBL1558704
ZM-336372,CHEMBL186526
ZM-39923,CHEMBL596674
ZM-447439,CHEMBL202721
ZOLPIDEM,CHEMBL911
ZSTK-474,CHEMBL586702
"[sar9,met(o2)11]-substance-p",CHEMBL1651026
abafungin,CHEMBL3989547
abamectin,CHEMBL3215298
abametapir,CHEMBL2205807
abemaciclib,CHEMBL3301610
abiraterone-acetate,CHEMBL271227
acadesine,CHEMBL1551724
acalabrutinib,CHEMBL3707348
acalisib,CHEMBL4303323
acamprosate,CHEMBL1201293
acarbose,CHEMBL4299399
acebutolol,CHEMBL642
aceclofenac,CHEMBL93645
acedapsone,CHEMBL154166
acedoben,CHEMBL112687
acefylline,CHEMBL70246
aceglutamide,CHEMBL1234757
aceneuramic-acid,CHEMBL165084
acepromazine,CHEMBL39560
acetanilide,CHEMBL269644
acetazolamide,CHEMBL20
acetohexamide,CHEMBL1589
acetohydroxamic-acid,CHEMBL734
acetophenazine,CHEMBL1085
acetriazoic-acid,CHEMBL1201327
acetyl-11-keto-beta-boswellic-acid,CHEMBL4303252
acetyl-farnesyl-cysteine,CHEMBL1555989
acetyl-l-leucine,CHEMBL56021
acetylcysteine,CHEMBL600
acetylsalicylsalicylic-acid,CHEMBL350343
acexamic-acid,CHEMBL2105922
acifran,CHEMBL278488
acipimox,CHEMBL345714
acitazanolast,CHEMBL2104654
acitretin,CHEMBL1131
aclidinium,CHEMBL1194325
acriflavine,CHEMBL5219995
acriflavinium,CHEMBL1184529
acrisorcin,CHEMBL1201038
acrivastine,CHEMBL1224
acrylate,CHEMBL3185326
actarit,CHEMBL1885632
actinomycin-d,CHEMBL1554
actinoquinol,CHEMBL1356732
acyclovir,CHEMBL184
adapalene,CHEMBL1265
adaptavir,CHEMBL181276
adarotene,CHEMBL442016
adatanserin,CHEMBL1194252
adefovir,CHEMBL484
adefovir-dipivoxil,CHEMBL922
adelmidrol,CHEMBL2105967
ademetionine,CHEMBL1088977
adenine,CHEMBL226345
adenosine,CHEMBL477
adenosine-phosphate,CHEMBL752
adiphenine,CHEMBL353846
adipic-acid,CHEMBL1157
adiporon,CHEMBL3393145
adoprazine,CHEMBL221692
adrafinil,CHEMBL93077
adrenosterone,CHEMBL485683
afatinib,CHEMBL1173655
afimoxifene,CHEMBL489
afloqualone,CHEMBL2105918
afobazole,CHEMBL3707307
agmatine,CHEMBL58343
agomelatine,CHEMBL10878
ajmaline,CHEMBL5314404
aklomide,CHEMBL1450565
alacepril,CHEMBL2103775
alantolactone,CHEMBL136356
alarelin,CHEMBL3272561
albendazole,CHEMBL1483
albendazole-oxide,CHEMBL1665
albuterol,CHEMBL714
alcaftadine,CHEMBL1201747
alclometasone-dipropionate,CHEMBL1200989
alcuronium,CHEMBL3305985
alda-1,CHEMBL465952
aldoxorubicin,CHEMBL2107818
alectinib,CHEMBL1738797
alendronate,CHEMBL870
alexidine,CHEMBL1195210
alfacalcidol,CHEMBL1601669
alfadolone-acetate,CHEMBL1874407
alfaxalone,CHEMBL190279
algestone-acetophenide,CHEMBL3989742
alibendol,CHEMBL2105999
alimemazine,CHEMBL829
alisertib,CHEMBL483158
aliskiren-hemifumarate,CHEMBL1639
alizapride,CHEMBL290194
allantoin,CHEMBL593429
allopregnanolone,CHEMBL207538
allopurinol,CHEMBL1467
allopurinol-riboside,CHEMBL1213178
allylestrenol,CHEMBL3185133
almitrine,CHEMBL1183717
almorexant,CHEMBL455136
almotriptan,CHEMBL1505
aloe-emodin,CHEMBL40275
aloin,CHEMBL497001
aloperine,CHEMBL3329704
alosetron,CHEMBL1110
aloxistatin,CHEMBL63440
alpelisib,CHEMBL2396661
alpha-asarone,CHEMBL333306
alpha-methylhistamine-dihydrobromide-(S)-(+),CHEMBL11919
alpha-methylserotonin,CHEMBL275854
alpidem,CHEMBL54349
alprostadil,CHEMBL495
alrestatin,CHEMBL63055
altanserin,CHEMBL62919
althiazide,CHEMBL599870
altinicline,CHEMBL111659
altiratinib,CHEMBL3545365
altrenogest,CHEMBL1315492
altretamine,CHEMBL1455
alverine,CHEMBL253371
alvespimycin,CHEMBL383824
alvimopan,CHEMBL270190
alvocidib,CHEMBL428690
amantadine,CHEMBL660
ambazone,CHEMBL1414870
ambenonium,CHEMBL1652
ambrisentan,CHEMBL1111
ambroxol,CHEMBL1477775
amcinonide,CHEMBL1200732
ameltolide,CHEMBL22916
amezinium,CHEMBL2110922
amfenac,CHEMBL25146
amfepramone,CHEMBL1194666
amflutizole,CHEMBL2106558
amidopyrine,CHEMBL288470
amifampridine,CHEMBL354077
amifostine,CHEMBL1006
amikacin,CHEMBL177
amiloride,CHEMBL945
amineptine,CHEMBL418995
aminocaproic-acid,CHEMBL1046
aminoglutethimide,CHEMBL488
aminohydroxybutyric-acid,CHEMBL296263
aminomethyltransferase,CHEMBL1255839
aminopentamide,CHEMBL92915
aminophylline,CHEMBL1370561
aminopurvalanol-a,CHEMBL286721
aminosalicylate,CHEMBL1169
aminothiazole,CHEMBL344760
amiprilose,CHEMBL1316321
amisulpride,CHEMBL243712
amitifadine,CHEMBL592374
amitraz,CHEMBL1365675
amitriptyline,CHEMBL629
amlexanox,CHEMBL1096
amlodipine,CHEMBL1491
ammonium-perfluorocaprylate,CHEMBL172988
amodiaquine,CHEMBL682
amonafide,CHEMBL428676
amorolfine,CHEMBL489411
amoxicillin,CHEMBL1082
amperozide,CHEMBL1079935
amphotericin-b,CHEMBL267345
ampicillin,CHEMBL174
ampiroxicam,CHEMBL1566249
amprenavir,CHEMBL116
amprolium,CHEMBL97350
ampyrone,CHEMBL1165011
amrinone,CHEMBL12856
amrubicin,CHEMBL1186894
amsacrine,CHEMBL43
amthamine,CHEMBL293762
amuvatinib,CHEMBL2103851
amygdalin,CHEMBL461727
amyleine,CHEMBL1740065
anacetrapib,CHEMBL1800807
anagliptin,CHEMBL1929396
anagrelide,CHEMBL760
anamorelin,CHEMBL2110579
anastrozole,CHEMBL1399
andarine,CHEMBL125236
andrographolide,CHEMBL186141
androstenone,CHEMBL1309552
anethole-trithione,CHEMBL178862
anidulafungin,CHEMBL264241
aniracetam,CHEMBL36994
anisindione,CHEMBL712
anisodamine,CHEMBL2165224
anisomycin,CHEMBL423192
anisotropine,CHEMBL1578
anlotinib,CHEMBL4303201
anpirtoline,CHEMBL1316374
ansamitocin-p-3,CHEMBL507305
antagonist-g,CHEMBL4303227
antalarmin,CHEMBL296641
antazoline,CHEMBL1305
anthralin,CHEMBL46469
anthraquinone,CHEMBL55659
antimony-potassium,CHEMBL2219662
antimonyl,CHEMBL1650312
apabetalone,CHEMBL2393130
apafant,CHEMBL280164
apalutamide,CHEMBL3183409
apatinib,CHEMBL3545414
aphidicolin,CHEMBL29711
apigenin,CHEMBL28
apocynin,CHEMBL346919
apoptosis-activator-II,CHEMBL375126
apraclonidine,CHEMBL647
apramycin,CHEMBL1230961
apremilast,CHEMBL514800
aprepitant,CHEMBL1471
apricitabine,CHEMBL210651
aptiganel,CHEMBL92484
arbidol,CHEMBL5179853
arbutin,CHEMBL232202
arctigenin,CHEMBL435734
arcyriaflavin-a,CHEMBL268368
arecaidine-propargyl-ester,CHEMBL128365
arecoline,CHEMBL7303
argatroban,CHEMBL1166
arglabin,CHEMBL2206431
aripiprazole,CHEMBL1112
arofylline,CHEMBL1598450
arotinolol,CHEMBL93298
arsanilic-acid,CHEMBL351769
arsenic-trioxide,CHEMBL5483015
artemether,CHEMBL566534
artemisinin,CHEMBL269671
artemotil,CHEMBL301267
artesunate,CHEMBL361497
articaine,CHEMBL1093
asaraldehyde,CHEMBL1164301
ascomycin,CHEMBL8597
asenapine,CHEMBL3187365
asiatic-acid,CHEMBL404313
aspartame,CHEMBL171679
aspirin,CHEMBL25
astaxanthin,CHEMBL1255871
asunaprevir,CHEMBL2105735
asymmetrical-dimethylarginine,CHEMBL457530
ataluren,CHEMBL256997
atazanavir,CHEMBL1163
atenolol-(+/-),CHEMBL24
atglistatin,CHEMBL3823931
atipamezole,CHEMBL353972
atiprimod,CHEMBL103735
atizoram,CHEMBL1229569
atomoxetine,CHEMBL641
atosiban,CHEMBL382301
atovaquone,CHEMBL1450
atrasentan,CHEMBL9194
atropine-oxide,CHEMBL2146145
auranofin,CHEMBL1366
aurora-a-inhibitor-i,CHEMBL502124
aurothioglucose,CHEMBL1697725
autotaxin-modulator-1,CHEMBL4303662
avagacestat,CHEMBL1090771
avasimibe,CHEMBL101309
avatrombopag,CHEMBL2103883
avibactam,CHEMBL1689063
avridine,CHEMBL2106042
axitinib,CHEMBL1289926
azacitidine,CHEMBL1489
azacyclonol,CHEMBL127508
azaguanine-8,CHEMBL374107
azaperone,CHEMBL340211
azapropazone,CHEMBL1565476
azasetron,CHEMBL1598608
azathioprine,CHEMBL1542
azelaic-acid,CHEMBL1238
azelastine,CHEMBL639
azeliragon,CHEMBL3989929
azelnidipine,CHEMBL1275868
azilsartan,CHEMBL57242
azilsartan-medoxomil,CHEMBL2028661
azimilide,CHEMBL123558
azithromycin,CHEMBL529
azlocillin,CHEMBL1537
azomycin-(2-nitroimidazole),CHEMBL433637
azosemide,CHEMBL1097235
aztreonam,CHEMBL158
bacampicillin,CHEMBL1583
bacitracin,CHEMBL1200558
bacitracin-zinc,CHEMBL4303492
baclofen,CHEMBL701
bafetinib,CHEMBL206834
baicalein,CHEMBL8260
baicalin,CHEMBL485818
bakuchiol,CHEMBL262344
balaglitazone,CHEMBL2103991
balapiravir,CHEMBL550936
balicatib,CHEMBL371064
balofloxacin,CHEMBL1210954
bambuterol,CHEMBL521589
barasertib,CHEMBL415049
barasertib-HQPA,CHEMBL215152
bardoxolone,CHEMBL1093059
baricitinib,CHEMBL2105759
barnidipine,CHEMBL2103761
basic-fuchsin,CHEMBL220998
basimglurant,CHEMBL3301626
batimastat,CHEMBL279786
bavisant,CHEMBL2103862
bazedoxifene,CHEMBL46740
beclamide,CHEMBL64195
beclomethasone,CHEMBL1586
beclomethasone-dipropionate,CHEMBL1200500
befuraline,CHEMBL1076256
begacestat,CHEMBL463981
bekanamycin,CHEMBL176
belinostat,CHEMBL408513
bemegride,CHEMBL1214192
bemesetron,CHEMBL1257101
bempedoic-acid,CHEMBL3545313
benazepril,CHEMBL838
bendazac,CHEMBL1089221
bendroflumethiazide,CHEMBL1684
benfluorex,CHEMBL400599
benfotiamine,CHEMBL4303665
benidipine,CHEMBL2105555
benperidol,CHEMBL297302
benproperine,CHEMBL2105910
benserazide,CHEMBL1096979
bentiromide,CHEMBL1200368
benurestat,CHEMBL2105796
benzalkonium,CHEMBL1187417
benzbromarone,CHEMBL388590
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",CHEMBL4303409
benzethonium,CHEMBL1182210
benznidazole,CHEMBL110
benzo[d]thiazole-2(3H)-thione,CHEMBL111654
benzocaine,CHEMBL278172
benzofenac,CHEMBL4303431
benzoic-acid,CHEMBL541
benzoin,CHEMBL190677
benzoquinonium-dibromide,CHEMBL1358790
benzotript,CHEMBL63544
benzoxiquine,CHEMBL1170610
benzoyl-peroxide,CHEMBL1200370
benzoylpas,CHEMBL1487804
benzthiazide,CHEMBL1201039
benztropine-mesylate,CHEMBL1201203
benzydamine,CHEMBL12610
benzyldimethylhexadecylammonium,CHEMBL1624075
benzylpenicillin,CHEMBL29
bephenium-hydroxynaphthoate,CHEMBL1788404
bepotastine,CHEMBL1201758
berberine,CHEMBL295124
bergapten,CHEMBL24171
bergenin,CHEMBL273019
besifloxacin,CHEMBL1201760
beta-CCB,CHEMBL1394514
beta-Sitosterol,CHEMBL221542
beta-amyloid-synthesis-inhibitor,CHEMBL4303349
beta-carotene,CHEMBL1293
