rank,compound_name,chembl_id,priority_hits_count,composite_score,cp_best_score,cp_best_conc_uM,flag_cp_top150,cp_norm,ab_best_infection,ab_best_conc_uM,flag_ab_lt60,ab_norm,cpe_best_inhib,cpe_best_conc_uM,flag_cpe_gt15,cpe_norm,cpe_min_viability,cpe_viability_at_best,flag_cytotox_strong,flag_cytotox_moderate,flag_ab_good_but_cytotox,flag_cp_only,flag_ab_only,flag_cpe_only,flag_cpe_best_at_max_conc,assay_discordance,confounder_notes,discrepancy_explanation,cp_n,ab_n,cpe_n
12,tetrandrine,CHEMBL176045,3,0.9931866640821865,0.509405865603792,10.0,True,0.9763520062027524,12.0,10.0,True,0.9989339019189766,69.35,10.0,True,0.9986431478968792,92.5802549,92.5802549,False,False,False,False,False,False,True,0.012954545856361438,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
13,ICI-199441,CHEMBL38576,3,0.9926051560379918,0.79286152219196,10.0,True,0.9970924597790269,21.5,10.0,True,0.9962201977127351,34.84,10.0,True,0.9852684628804032,88.14964048,88.14964048,False,False,False,False,False,False,True,0.00658923667314949,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
14,afimoxifene,CHEMBL489,3,0.9918976545842217,0.800520182027494,10.0,True,0.9972862957937585,27.5,10.0,True,0.9919558053886413,40.01,10.0,True,0.9879821670866447,81.20593491,81.20593491,False,False,False,False,False,False,True,0.004668524754721437,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
15,ELN-441958,CHEMBL1254945,3,0.9909236286101958,0.759622393693318,10.0,True,0.9951540996317115,29.5,10.0,True,0.9912773793370808,37.03,10.0,True,0.9874975770498159,87.80012503,88.70265735,False,False,False,False,False,False,True,0.0038283635237677544,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
16,droloxifene,CHEMBL487,3,0.990909090909091,0.730109210455818,10.0,True,0.9937972475285908,24.0,10.0,True,0.9943787555727854,34.54,10.0,True,0.9848807908509402,92.64250562,92.64250562,False,False,False,False,False,False,True,0.005323731228303773,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
17,masitinib,CHEMBL1908391,3,0.9899980616398527,0.756817534745104,10.0,True,0.9949602636169801,43.0,10.0,True,0.9859468889319636,44.76,10.0,True,0.9910835433223493,88.94078841,88.94078841,False,False,False,False,False,False,True,0.004521340173399318,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
18,ditiocarb-sodium-trihydrate,CHEMBL961,3,0.9897073076177554,0.761368651652135,10.0,True,0.9953479356464431,11.0,10.0,True,0.9992246559410739,23.63,10.0,True,0.9748013180849002,92.79541854,98.95497565,False,False,False,False,False,False,True,0.013125623067750029,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
19,rimcazole,CHEMBL275707,3,0.9896588486140725,0.62284506186464,10.0,True,0.9875944950571817,19.5,10.0,True,0.9969955417716612,31.06,10.0,True,0.9827485946888932,81.72820944,81.72820944,False,False,False,False,False,False,True,0.007243824161385049,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
20,prenylamine,CHEMBL24072,3,0.9895328552044971,0.878248074456924,10.0,True,0.9990308199263424,19.5,10.0,True,0.9969955417716612,23.08,10.0,True,0.9742198100407056,89.27066418,89.27066418,False,False,False,False,False,False,True,0.01377475060023802,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
21,MONENSIN SODIUM,CHEMBL5314365,3,0.9886024423337856,0.556065867849195,10.0,True,0.9817794146152355,39.0,10.0,True,0.9879821670866447,52.55,10.0,True,0.9941849195580539,95.64993343,102.5331934,False,False,False,False,False,False,True,0.0062027524714091675,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
22,nelfinavir,CHEMBL584,3,0.9883504555146346,0.722492390068189,10.0,True,0.9932157394843962,47.5,10.0,True,0.984105446792014,43.19,10.0,True,0.9897266912192285,88.57817535,93.64552888,False,False,False,False,False,False,True,0.004596543622622595,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
23,pimavanserin,CHEMBL2111101,3,0.9874878852490794,0.708985910318382,10.0,True,0.992052723396007,23.0,10.0,True,0.9950571816243458,23.99,10.0,True,0.9755766621438263,98.42724385,98.42724385,False,False,False,False,False,False,True,0.01048791370151328,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
24,AMG-548,CHEMBL585902,3,0.9872843574336111,0.653494176529938,10.0,True,0.9889513471603024,35.0,10.0,True,0.989532855204497,32.89,10.0,True,0.9835239387478193,88.96714846,97.18159289,False,False,False,False,False,False,True,0.0033141612982444317,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
25,PRT062607,CHEMBL2177736,3,0.9870517542159334,0.581647690888349,10.0,True,0.984493118821477,17.5,10.0,True,0.9976739678232216,24.4,10.0,True,0.9767396782322155,81.55849602,81.55849602,False,False,False,False,False,False,True,0.010583754076083649,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
26,L-733060,CHEMBL27006,3,0.9868191509982556,0.777147864275323,10.0,True,0.9967047877495638,16.0,10.0,True,0.9984493118821477,18.15,10.0,True,0.966466369451444,89.41042369,89.41042369,False,False,False,False,False,False,True,0.01798292668128549,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
27,PD-102807,CHEMBL59898,3,0.9865865477805776,0.729296695567027,10.0,True,0.9936034115138592,28.5,10.0,True,0.9916650513665439,24.08,10.0,True,0.9757704981585579,80.12610929,80.12610929,False,False,False,False,False,False,True,0.009784399662046084,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
28,serdemetan,CHEMBL2137530,3,0.986005039736383,0.932795890665558,10.0,True,0.9998061639852684,37.5,10.0,True,0.9883698391161078,22.1,10.0,True,0.9734444659817794,87.9103602,87.9103602,False,False,False,False,False,False,True,0.013219275139854655,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
29,disulfiram,CHEMBL964,3,0.9855786005039736,0.547813098626465,10.0,True,0.9806163985268462,23.0,10.0,True,0.9950571816243458,26.46,0.83333,True,0.9782903663500678,89.33932131,89.33932131,False,False,False,False,False,False,False,0.00908361837410434,,Multi-assay support (>=2 priority criteria met).,1,1,5
30,thiethylperazine,CHEMBL1378,3,0.9855398333010273,0.72165786335514,10.0,True,0.9930219034696647,29.5,10.0,True,0.9912773793370808,22.49,10.0,True,0.9736383019965109,83.20442125,83.20442125,False,False,False,False,False,False,True,0.010723062528539622,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
31,GW-803430,CHEMBL214957,3,0.9846094204303161,0.519528780484698,10.0,True,0.9777088583058733,53.0,10.0,True,0.9813917425857724,49.88,10.0,True,0.9932157394843962,93.4439407,93.59636892,False,False,False,False,False,False,True,0.00810178892963999,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
32,imatinib,CHEMBL941,3,0.9837759255669704,0.73754370181251,10.0,True,0.9943787555727854,37.0,10.0,True,0.9885636751308393,20.12,10.0,True,0.9707307617755379,98.9067281,102.2909253,False,False,False,False,False,False,True,0.012322442736180283,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
33,IT1t,CHEMBL460491,3,0.983737158364024,0.70898230160396,10.0,True,0.9918588873812755,35.0,10.0,True,0.989532855204497,20.46,10.0,True,0.9713122698197325,92.05764757,96.884945,False,False,False,False,False,False,True,0.011251397325600695,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
34,fingolimod,CHEMBL314854,3,0.9814208179879822,0.717175399020158,10.0,True,0.9928280674549331,26.5,10.0,True,0.9926342314402016,15.15,10.0,True,0.9604574529947665,84.71208146,84.71208146,False,False,False,False,False,False,True,0.018633479385485926,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
35,GANT-61,CHEMBL471728,3,0.9808393099437875,0.576381159005557,10.0,True,0.9837177747625508,42.0,10.0,True,0.9865283969761581,20.98,10.0,True,0.9722814498933902,94.96543711,94.96543711,False,False,False,False,False,False,True,0.007546131734425223,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
36,BMS-566419,CHEMBL229008,3,0.980509788718744,0.572212318149955,10.0,True,0.9835239387478193,55.0,10.0,True,0.9802287264973832,26.8,10.0,True,0.9786780383795309,92.04078083,92.04078083,False,False,False,False,False,False,True,0.0024747325711966467,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
37,P22077,CHEMBL2159498,3,0.9792643923240938,0.533692043140012,10.0,True,0.9792595464237255,38.5,10.0,True,0.9881760031013762,19.55,10.0,True,0.9690831556503199,95.56851156,95.56851156,False,False,False,False,False,False,True,0.00955334978464609,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
38,haloprogin,CHEMBL1289,3,0.9787071137817407,0.570351120933543,10.0,True,0.9833301027330879,32.0,10.0,True,0.9905989532855205,15.92,10.0,True,0.9618143050978872,90.55865206,93.87919136,False,False,False,False,False,False,True,0.014968420688894358,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
39,NU-6027,CHEMBL303958,3,0.9777670091102926,0.620863566241312,10.0,True,0.9874006590424501,54.5,10.0,True,0.9806163985268462,18.51,10.0,True,0.9676293855398334,89.74724578,89.74724578,False,False,False,False,False,False,True,0.010046491535055895,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
40,AY-9944,CHEMBL3775982,3,0.9751114557084706,0.523062819416293,10.0,True,0.9779026943206047,49.0,10.0,True,0.9838146927699166,16.37,10.0,True,0.963171157201008,89.95590206,89.95590206,False,False,False,False,False,False,True,0.010631129387758063,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
41,crizotinib-(S),CHEMBL1825141,3,0.9606163210879918,0.601859823680091,10.0,True,0.9856561349098663,23.0,10.0,True,0.9950571816243458,54.98,10.0,True,0.9947664276022485,67.20446602,67.20446602,True,False,True,False,False,False,True,0.005345740518862744,Strong cytotoxicity in non-infected cells (min viability <70%); Low infection rate but low viability suggests apparent antiviral signal may be driven by cell loss; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,2,2,10
42,elesclomol,CHEMBL1972860,3,0.8982976316433223,0.879489843485334,10.0,True,0.9992246559410739,19.5,10.0,True,0.9969955417716612,36.42,10.0,True,0.9868191509982555,41.72261924,85.9732852,True,False,True,False,False,False,True,0.006613426142321219,Strong cytotoxicity in non-infected cells (min viability <70%); Low infection rate but low viability suggests apparent antiviral signal may be driven by cell loss; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
43,harringtonine,CHEMBL433257,3,0.8011505743465629,0.554777646425763,10.0,True,0.981585578600504,49.0,10.0,True,0.9838146927699166,19.85,0.83333,True,0.9701492537313433,9.070425513,34.21284589,True,False,True,False,False,False,False,0.007331469845924745,Strong cytotoxicity in non-infected cells (min viability <70%); Low infection rate but low viability suggests apparent antiviral signal may be driven by cell loss,Multi-assay support (>=2 priority criteria met).,1,1,5
44,homoharringtonine,CHEMBL46286,3,0.7912372751352771,0.8373607031287,10.0,True,0.9980616398526846,23.0,10.0,True,0.9950571816243458,26.18,0.1,True,0.9780965303353363,0.546082762,82.07978475,True,False,True,False,False,False,False,0.010764881632983893,Strong cytotoxicity in non-infected cells (min viability <70%); Low infection rate but low viability suggests apparent antiviral signal may be driven by cell loss,Multi-assay support (>=2 priority criteria met).,1,1,5
45,VE-822,CHEMBL3989870,3,0.7858441460115559,0.565244466394747,0.8333333333333334,True,0.9823609226594301,52.0,0.8333333333333334,True,0.9819732506299671,25.25,10.0,True,0.9779026943206047,2.079468833,2.079468833,True,False,True,False,False,False,True,0.002469666583138412,Strong cytotoxicity in non-infected cells (min viability <70%); Low infection rate but low viability suggests apparent antiviral signal may be driven by cell loss; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
46,thaliblastine,CHEMBL507100,2,0.9847935646443109,0.442845555018682,10.0,False,0.9656910253925179,30.5,10.0,True,0.9908897073076177,45.46,10.0,True,0.9914712153518124,89.8427756,96.55042716,False,False,False,False,False,False,True,0.014719204667152508,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
47,KU-60019,CHEMBL2140173,2,0.9826322930800543,0.61788549637758,10.0,True,0.9866253149835239,60.0,10.0,False,0.9773211862764102,35.72,10.0,True,0.9858499709245978,80.89137275,80.89137275,False,False,False,False,False,False,True,0.005162495149043897,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
48,prochlorperazine,CHEMBL728,2,0.9809410738515216,0.741559435696641,10.0,True,0.994572591587517,27.5,10.0,True,0.9919558053886413,14.55,10.0,False,0.9586160108548168,80.95294407,80.95294407,False,False,False,False,False,False,True,0.02004688324717601,,Multi-assay support (>=2 priority criteria met).,1,1,5
49,PIK-293,CHEMBL3182327,2,0.9790463268075209,0.372563376047334,10.0,False,0.9482457840666796,45.0,10.0,True,0.9848807908509402,54.31,10.0,True,0.9943787555727854,99.02513336,103.8590265,False,False,False,False,False,False,True,0.02436043963725959,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
50,Ro-48-8071,CHEMBL304858,2,0.9790366350067843,0.727701747499509,10.0,True,0.9934095754991278,33.5,10.0,True,0.9902112812560574,13.8,10.0,False,0.9559992246559411,84.48702616,84.48702616,False,False,False,False,False,False,True,0.02073735861147354,,Multi-assay support (>=2 priority criteria met).,1,1,5
51,CCT-031374,CHEMBL4303205,2,0.9787894940880015,0.645546411289721,10.0,True,0.9887575111455709,35.0,10.0,True,0.989532855204497,14.81,10.0,False,0.9593913549137429,83.37362643,83.37362643,False,False,False,False,False,False,True,0.01718275458135939,,Multi-assay support (>=2 priority criteria met).,1,1,5
52,flumatinib,CHEMBL3545413,2,0.9776797829036635,0.306036160182898,10.0,False,0.9240162822252375,25.5,10.0,True,0.9938941655359566,66.12,10.0,True,0.99748013180849,84.31373145,84.31373145,False,False,False,False,False,False,True,0.04141802129042579,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
53,cot-inhibitor-2,CHEMBL527026,2,0.977485946888932,0.683069614001061,10.0,True,0.9903081992634232,40.5,10.0,True,0.9875944950571817,14.02,10.0,False,0.9567745687148672,81.57781153,81.57781153,False,False,False,False,False,False,True,0.018626756865826585,,Multi-assay support (>=2 priority criteria met).,1,1,5
54,UNC0638,CHEMBL1231795,2,0.9771758092653615,0.296710578640456,10.0,False,0.9207210699748013,22.5,10.0,True,0.9955417716611746,59.61,10.0,True,0.9965109517348323,91.54571786,91.54571786,False,False,False,False,False,False,True,0.04348023092559024,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
55,curcumin,CHEMBL140,2,0.9768172126381082,0.548081850619879,10.0,True,0.9808102345415778,61.5,10.0,False,0.9762550881953868,23.44,10.0,True,0.9746074820701687,82.88075757,82.88075757,False,False,False,False,False,False,True,0.0032129452324579466,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
56,ARQ-092,CHEMBL4297188,2,0.9763665439038574,0.702396936278263,10.0,True,0.9914712153518124,29.5,10.0,True,0.9912773793370808,11.99,10.0,False,0.9485365380887769,82.21325778,84.68560799,False,False,False,False,False,False,True,0.024732581731710154,,Multi-assay support (>=2 priority criteria met).,1,1,5
57,dynole-34-2,CHEMBL483059,2,0.9763374685016476,0.659268009145253,10.0,True,0.9893390191897654,35.5,10.0,True,0.989145183175034,12.55,10.0,False,0.9524132583834076,91.1909704,91.1909704,False,False,False,False,False,False,True,0.021263363180310284,,Multi-assay support (>=2 priority criteria met).,1,1,5
58,BMS-191011,CHEMBL45349,2,0.9759158751696064,0.593001447431712,10.0,True,0.9850746268656716,39.5,10.0,True,0.9877883310719131,13.79,10.0,False,0.9558053886412096,103.1337326,105.03423,False,False,False,False,False,False,True,0.017733965073106556,,Multi-assay support (>=2 priority criteria met).,1,1,5
59,lonafarnib,CHEMBL298734,2,0.9756057375460361,0.736178338953795,10.0,True,0.9941849195580539,43.5,10.0,True,0.9855592169025005,12.34,10.0,False,0.9509594882729211,88.32692035,88.32692035,False,False,False,False,False,False,True,0.022876413899211755,,Multi-assay support (>=2 priority criteria met).,1,1,5
60,stemregenin-1,CHEMBL4303221,2,0.975033921302578,0.691828126811344,10.0,True,0.9910835433223493,67.0,10.0,False,0.9726691219228533,18.08,10.0,True,0.9662725334367125,85.68590748,85.68590748,False,False,False,False,False,False,True,0.012881469062729939,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
61,fendiline,CHEMBL254832,2,0.9747964721845319,0.770574861074767,10.0,True,0.9963171157201008,44.0,10.0,True,0.9851715448730374,11.91,10.0,False,0.9475673580151192,88.86038664,88.86038664,False,False,False,False,False,False,True,0.02554354939786352,,Multi-assay support (>=2 priority criteria met).,1,1,5
62,NKP-1339,CHEMBL4297410,2,0.9738127544097693,0.442600857686676,10.0,False,0.9654971893777864,43.0,10.0,True,0.9859468889319636,17.98,10.0,True,0.9658848614072495,95.73640644,102.9910866,False,False,False,False,False,False,True,0.011696334538798387,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
63,Remdesivir,CHEMBL4065616,2,0.9735510757898818,0.761440965219488,10.0,True,0.9955417716611746,26.0,10.0,True,0.993312657491762,9.79,10.0,False,0.9352587710796666,97.22710009,108.9184942,False,False,False,False,False,False,True,0.03417909408941586,,Multi-assay support (>=2 priority criteria met).,1,1,5
64,R-96544,CHEMBL1415927,2,0.9726497383213801,0.533266272036019,10.0,True,0.9788718743942625,54.5,10.0,True,0.9806163985268462,14.74,0.1,False,0.9591006008916456,84.85864713,97.46354628,False,False,False,False,False,False,False,0.01195042654917494,,Multi-assay support (>=2 priority criteria met).,1,1,5
65,pyrintegrin,CHEMBL4303620,2,0.9721188079831751,0.709874209822425,0.8333333333333334,True,0.9922465594107385,60.5,0.8333333333333334,False,0.9770304322543129,36.01,10.0,True,0.9860438069393294,75.25186512,75.25186512,False,True,False,False,False,False,True,0.007651204557394666,Moderate cytotoxicity (min viability 70–80%); CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
66,BETP,CHEMBL4303527,2,0.9710602830005816,0.641632284982186,10.0,True,0.9883698391161078,33.5,10.0,True,0.9902112812560574,9.98,10.0,False,0.9368094591975189,92.38169852,106.4645655,False,False,False,False,False,False,True,0.0303139634648122,,Multi-assay support (>=2 priority criteria met).,1,1,5
67,3PO,CHEMBL3105848,2,0.9708179879821671,0.622980845038406,10.0,True,0.9877883310719131,49.5,10.0,True,0.9835239387478193,11.27,10.0,False,0.9441752277573173,87.72284181,87.72284181,False,False,False,False,False,False,True,0.024043740970841197,,Multi-assay support (>=2 priority criteria met).,1,1,5
68,selamectin,CHEMBL1908325,2,0.9702170963364993,0.601542684629916,10.0,True,0.9854622988951347,71.0,10.0,False,0.9675324675324676,16.1,10.0,True,0.9623958131420818,86.72530147,86.72530147,False,False,False,False,False,False,True,0.012110097962827998,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
69,PD-156707,CHEMBL25438,2,0.9695871292886218,0.488528700372125,10.0,True,0.9736383019965109,69.0,10.0,False,0.9706338437681721,17.81,10.0,True,0.9654971893777864,97.14764431,104.067727,False,False,False,False,False,False,True,0.004116829326938737,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
70,balicatib,CHEMBL371064,2,0.9694902112812561,0.589597726272754,10.0,True,0.9846869548362086,46.0,10.0,True,0.9846869548362086,10.83,10.0,False,0.9412676875363443,98.13777439,105.2791796,False,False,False,False,False,False,True,0.025068125663592993,,Multi-assay support (>=2 priority criteria met).,1,1,5
71,UNC0642,CHEMBL2441082,2,0.9678716805582477,0.243323578294661,10.0,False,0.8836983911610777,25.5,10.0,True,0.9938941655359566,68.54,10.0,True,0.9982554758674161,91.59028565,105.1274083,False,False,False,False,False,False,True,0.06491719773976397,CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,Multi-assay support (>=2 priority criteria met).,1,1,5
72,GNF-5837,CHEMBL2037226,2,0.9594882729211087,0.567063041038564,10.0,True,0.9825547586741616,51.5,10.0,True,0.9825547586741616,7.91,0.83333,False,0.916650513665439,83.51264094,105.8314448,False,False,False,False,False,False,False,0.03804983359652504,,Multi-assay support (>=2 priority criteria met).,1,1,5
