chembl_id,compound_name,smiles,total_support_count,num_proteins,num_pathways,num_moas,ADMET_aggregate_score,mechanistic_score,final_score,confidence,source_edges,evidence_pubmed_ids
CHEMBL94657,PATUPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,38,0,38,0,0.7260855694061604,0.9736842105263158,0.8003651617422071,H,,
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,11,1,10,0,0.9437135065699682,0.4631578947368421,0.7995468230200303,H,,
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,11,1,10,0,0.9431678949875559,0.4631578947368421,0.7991648949123417,H,,
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,12,1,10,1,0.9317836336874783,0.48947368421052634,0.7990906488443926,H,,
CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,12,1,10,1,0.9292578740599995,0.48947368421052634,0.7973226171051575,H,,
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Cl.NC12CC3CC(CC(C3)C1)C2,10,0,9,1,0.9498002253325127,0.4368421052631579,0.7959127893117062,H,,
CHEMBL956,SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,12,1,10,1,0.9265995643214602,0.48947368421052634,0.7954618002881799,H,,
CHEMBL1201148,MEPREDNISONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,10,1,8,1,0.9488306120373592,0.4368421052631579,0.7952340600050987,H,,
CHEMBL4279455,LAROTAXEL,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,38,0,38,0,0.7179186902882222,0.9736842105263158,0.7946483463596503,H,,
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,12,1,10,1,0.924394563117189,0.48947368421052634,0.7939182994451902,H,,
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,12,1,10,1,0.9240668777263361,0.48947368421052634,0.7936889196715932,H,,
CHEMBL75435,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,12,1,10,1,0.9240668777263361,0.48947368421052634,0.7936889196715932,H,,
CHEMBL4297296,KOS-1584,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,38,0,38,0,0.715906247544625,0.9736842105263158,0.7932396364391322,H,,
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,12,1,10,1,0.9233554714052506,0.48947368421052634,0.7931909352468333,H,,
CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,12,1,10,1,0.9229206925897182,0.48947368421052634,0.7928865900759606,H,,
CHEMBL175,DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,12,1,10,1,0.9229206925897182,0.48947368421052634,0.7928865900759606,H,,
CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,12,1,10,1,0.922142956619477,0.48947368421052634,0.7923421748967917,H,,
CHEMBL635,PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,10,1,8,1,0.9440442668664866,0.4368421052631579,0.7918836183854878,H,,
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],12,1,10,1,0.9211970947627586,0.48947368421052634,0.7916800715970889,H,,
CHEMBL378544,VINBLASTINE SULFATE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,39,0,38,1,0.7021768314288008,1.0,0.7915237820001606,H,,
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,12,1,10,1,0.9208068659512405,0.48947368421052634,0.7914069114290262,H,,
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.9429625134476944,0.4368421052631579,0.7911263909923334,H,,
CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,22,0,21,1,0.8072844866325903,0.7526315789473685,0.7908886143270237,H,,
CHEMBL501867,VINCRISTINE SULFATE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,39,0,38,1,0.6989400920598389,1.0,0.7892580644418872,M,,
CHEMBL96172,EPOTHILONE D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,38,0,38,0,0.7095580365563195,0.9736842105263158,0.7887958887473184,H,,
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,11,1,10,0,0.9279515304948217,0.4631578947368421,0.7885134397674277,H,,
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.9375375770064496,0.4368421052631579,0.7873289354834621,H,,
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,10,1,8,1,0.9341796644097733,0.4368421052631579,0.7849783966657886,H,,
CHEMBL1650,CORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,10,1,8,1,0.9335163422270988,0.4368421052631579,0.7845140711379164,H,,
CHEMBL189171,ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,12,1,10,1,0.9109374387025985,0.48947368421052634,0.7844983123549768,H,,
CHEMBL2107455,IGURATIMOD,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,10,1,9,0,0.9330807894666417,0.4368421052631579,0.7842091842055965,H,,
CHEMBL1201124,KETOROLAC TROMETHAMINE,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,12,1,10,1,0.9100988176733481,0.48947368421052634,0.7839112776345015,H,,
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,9,1,8,0,0.943038477266037,0.4105263157894737,0.7832848288230679,H,,
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],12,1,10,1,0.9083853871062703,0.48947368421052634,0.782711876237547,H,,
CHEMBL435298,ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,12,1,10,1,0.9078322284368561,0.48947368421052634,0.782324665168957,H,,
CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,12,1,10,1,0.9078322284368561,0.48947368421052634,0.782324665168957,H,,
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,12,1,10,1,0.9069562416035539,0.48947368421052634,0.7817114743856456,H,,
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,12,1,10,1,0.9045914063210855,0.48947368421052634,0.7800560896879177,H,,
CHEMBL3545351,AV-101,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,10,0,9,1,0.9261603730564403,0.4368421052631579,0.7793648927184555,H,,
CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,22,0,21,1,0.7893693628067546,0.7526315789473685,0.7783480276489387,H,,
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,12,1,10,1,0.9010158096716354,0.48947368421052634,0.7775531720333027,H,,
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,12,1,10,1,0.8999673442342173,0.48947368421052634,0.77681924622711,H,,
CHEMBL3301606,SOLCITINIB,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,20,0,19,1,0.8095780362351808,0.7,0.7767046253646265,H,,
CHEMBL20684,ABT-751,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,38,0,38,0,0.6922405791206144,0.9736842105263158,0.7766736685423248,M,,
CHEMBL1201180,DICLOFENAC EPOLAMINE,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1,12,1,10,1,0.8983936617871383,0.48947368421052634,0.7757176685141547,H,,
CHEMBL3989512,SOBLIDOTIN,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,39,0,38,1,0.6795033146894317,1.0,0.7756523202826022,M,,
CHEMBL1297,FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,11,1,10,0,0.9088692215056066,0.4631578947368421,0.7751558234749771,H,,
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,11,0,10,1,0.908350277303503,0.4631578947368421,0.7747925625335047,H,,
CHEMBL1200545,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.9189824064013703,0.4368421052631579,0.7743403160599065,H,,
CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,10,1,8,1,0.9188248283244574,0.4368421052631579,0.7742300114060676,H,,
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,10,1,9,0,0.9186317820536837,0.4368421052631579,0.7740948790165258,H,,
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,12,1,10,1,0.895394472663045,0.48947368421052634,0.7736182361272893,H,,
CHEMBL1683,HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.9164691936735623,0.4368421052631579,0.772581067150441,H,,
CHEMBL3622820,ITACITINIB,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,20,0,19,1,0.803359296919742,0.7,0.7723515078438193,H,,
CHEMBL1206232,FOSBRETABULIN,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,38,0,38,0,0.6860632895335456,0.9736842105263158,0.7723495658313766,M,,
CHEMBL4297441,PACLITAXEL DOCOSAHEXAENOIC ACID,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,38,0,38,0,0.6835162041373405,0.9736842105263158,0.770566606054033,M,,
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,12,1,10,1,0.8906659164503439,0.48947368421052634,0.7703082467783986,H,,
CHEMBL90555,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,38,0,38,0,0.680894920651912,0.9736842105263158,0.7687317076142332,M,,
CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,22,0,21,1,0.7714127029732115,0.7526315789473685,0.7657783657654585,H,,
CHEMBL654,MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,7,0,6,1,0.9404358000374662,0.35789473684210527,0.7656734810788578,H,,
CHEMBL93645,ACECLOFENAC,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,10,1,9,0,0.9062039976449809,0.4368421052631579,0.765395429930434,H,,
CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.9061452211844676,0.4368421052631579,0.7653542864080747,H,,
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,10,1,8,1,0.9060396933122808,0.4368421052631579,0.765280416897544,H,,
CHEMBL1207366,GW468816,O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,10,0,9,1,0.9034462488291808,0.4368421052631579,0.7634650057593739,H,,
CHEMBL404108,LUMIRACOXIB,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,10,1,9,0,0.9023333821821393,0.4368421052631579,0.7626859991064447,H,,
